Source,Target,Weight
David Silva,A. Laporte,5
Fernandinho,K. De Bruyne,3
N. Otamendi,V. Kompany,3
K. De Bruyne,Fernandinho,3
Gabriel Jesus,Fernandinho,3
N. Otamendi,K. De Bruyne,3
V. Kompany,K. De Bruyne,3
L. San\u00e9,David Silva,3
V. Kompany,N. Otamendi,3
K. De Bruyne,N. Otamendi,3
K. De Bruyne,K. Walker,2
K. Walker,Gabriel Jesus,2
K. Walker,K. De Bruyne,2
A. Laporte,Gabriel Jesus,2
A. Laporte,L. San\u00e9,2
K. De Bruyne,Gabriel Jesus,2
Fernandinho,David Silva,2
A. Laporte,V. Kompany,2
K. De Bruyne,R. Sterling,1
Gabriel Jesus,L. San\u00e9,1
Fernandinho,Gabriel Jesus,1
R. Sterling,David Silva,1
N. Otamendi,Fernandinho,1
R. Sterling,Fernandinho,1
David Silva,Gabriel Jesus,1
Fernandinho,R. Sterling,1
A. Laporte,R. Sterling,1
N. Otamendi,Ederson,1
N. Otamendi,A. Laporte,1
K. Walker,N. Otamendi,1
Fernandinho,N. Otamendi,1
Gabriel Jesus,David Silva,1
Ederson,N. Otamendi,1
Gabriel Jesus,K. Walker,1
R. Sterling,N. Otamendi,1
Ederson,A. Laporte,1
Fernandinho,K. Walker,1
K. De Bruyne,V. Kompany,1
Gabriel Jesus,K. De Bruyne,1
L. San\u00e9,Ederson,1
K. Walker,Fernandinho,1
L. San\u00e9,Fernandinho,1
V. Kompany,A. Laporte,1
Gabriel Jesus,V. Kompany,1
Fernandinho,A. Laporte,1
A. Laporte,K. Walker,1
N. Otamendi,L. San\u00e9,1
David Silva,Fernandinho,1
Fernandinho,L. San\u00e9,1
