Source,Target,Weight
Samu Castillejo,Mario,3
Trigueros,C. Bacca,3
Samu Castillejo,V\u00edctor Ru\u00edz,3
Rodri,Jaume Costa,2
Jaume Costa,Trigueros,2
V\u00edctor Ru\u00edz,M. Barbosa,2
Rodri,Pablo Fornals,2
M. Barbosa,C. Bacca,2
D. Bonera,Rodri,2
V\u00edctor Ru\u00edz,Rodri,2
Pablo Fornals,Mario,2
Mario,Samu Castillejo,2
Pablo Fornals,Rodri,1
C. Bacca,Samu Castillejo,1
Mario,Pablo Fornals,1
Pablo Fornals,N. Sansone,1
Pablo Fornals,Samu Castillejo,1
Mario,N. Sansone,1
V\u00edctor Ru\u00edz,Samu Castillejo,1
Samu Castillejo,N. Sansone,1
Samu Castillejo,Pablo Fornals,1
M. Barbosa,Samu Castillejo,1
Samu Castillejo,M. Barbosa,1
C. Bacca,D. Bonera,1
Jaume Costa,Samu Castillejo,1
V\u00edctor Ru\u00edz,C. Bakambu,1
N. Sansone,Samu Castillejo,1
Rodri,Samu Castillejo,1
N. Sansone,Jaume Costa,1
N. Sansone,Mario,1
C. Bacca,Rodri,1
C. Bakambu,C. Bacca,1
Jaume Costa,C. Bacca,1
V\u00edctor Ru\u00edz,Jaume Costa,1
C. Bacca,Pablo Fornals,1
C. Bacca,Trigueros,1
Mario,D. Bonera,1
Mario,Jaume Costa,1
Rodri,M. Barbosa,1
Jaume Costa,V\u00edctor Ru\u00edz,1
Mario,V\u00edctor Ru\u00edz,1
M. Barbosa,V\u00edctor Ru\u00edz,1
C. Bacca,Mario,1
