Source,Target,Weight
B. Traor\u00e9,K. Tete,5
F. Mendy,J. Morel,3
Marcelo,B. Traor\u00e9,3
J. Morel,F. Mendy,3
J. Morel,N. Fekir,2
T. Ndomb\u00e8l\u00e9,Marcelo,2
M. Cornet,F. Mendy,2
N. Fekir,F. Mendy,2
L. Tousart,T. Ndomb\u00e8l\u00e9,2
J. Morel,Marcelo,2
F. Mendy,L. Tousart,2
Mariano D\u00edaz,M. Cornet,2
K. Tete,B. Traor\u00e9,2
B. Traor\u00e9,F. Mendy,1
L. Tousart,J. Morel,1
B. Traor\u00e9,T. Ndomb\u00e8l\u00e9,1
Marcelo,F. Mendy,1
F. Mendy,Marcelo,1
F. Mendy,T. Ndomb\u00e8l\u00e9,1
T. Ndomb\u00e8l\u00e9,K. Tete,1
N. Fekir,M. Cornet,1
M. Cornet,Mariano D\u00edaz,1
M. Cornet,N. Fekir,1
J. Morel,M. Cornet,1
K. Tete,T. Ndomb\u00e8l\u00e9,1
N. Fekir,B. Traor\u00e9,1
N. Fekir,T. Ndomb\u00e8l\u00e9,1
F. Mendy,B. Traor\u00e9,1
B. Traor\u00e9,L. Tousart,1
T. Ndomb\u00e8l\u00e9,J. Morel,1
T. Ndomb\u00e8l\u00e9,N. Fekir,1
B. Traor\u00e9,Mariano D\u00edaz,1
Mariano D\u00edaz,T. Ndomb\u00e8l\u00e9,1
T. Ndomb\u00e8l\u00e9,L. Tousart,1
K. Tete,Mariano D\u00edaz,1
Marcelo,L. Tousart,1
N. Fekir,J. Morel,1
L. Tousart,B. Traor\u00e9,1
T. Ndomb\u00e8l\u00e9,B. Traor\u00e9,1
K. Tete,N. Fekir,1
L. Tousart,N. Fekir,1
K. Tete,J. Morel,1
F. Mendy,N. Fekir,1
