Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
N. P\u00e9p\u00e9,76,0,1,0,0,0,1
Y. Benzia,84,0,1,0,0,0,1
Luiz Ara\u00fajo,88,0,1,0,0,1,0
I. Amadou,90,0,0,0,1,0,1
J. Alonso,90,1,0,0,0,1,0
A. El Ghazi,90,0,1,0,0,0,1
M. Maignan,90,0,0,1,0,0,1
Edgar I\u00e9,90,1,0,0,0,0,1
Y. Bissouma,90,0,0,0,1,0,1
K. Malcuit,90,1,0,0,0,0,1
F. Tour\u00e9,90,1,0,0,0,1,0
E. Ponce,14,0,1,0,0,0,1
R. Kouam\u00e9,6,1,0,0,0,1,0
F. Bahlouli,2,0,0,0,1,0,1
