Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_both,Foot_left,Foot_right
I. Afellay,71,0,0,0,1,0,0,1
C. Adam,80,0,0,0,1,0,1,0
M. Diouf,90,0,1,0,0,0,0,1
G. Cameron,90,1,0,0,0,0,0,1
T. Edwards,90,1,0,0,0,0,0,1
D. Fletcher,90,0,0,0,1,0,0,1
J. Tymon,90,1,0,0,0,0,1,0
J. Butland,90,0,0,1,0,0,0,1
K. Wimmer,90,1,0,0,0,0,1,0
Ramadan Sobhi,90,0,0,0,1,0,0,1
S. Berahino,90,0,1,0,0,0,0,1
J. Ngoy,19,0,1,0,0,0,0,1
E. Choupo-Moting,10,0,1,0,0,1,0,0
