Source,Target,Weight
Marcos Alonso,N. Kant\u00e9,2
Marcos Alonso,\u00c1lvaro Morata,1
N. Kant\u00e9,\u00c1lvaro Morata,1
F\u00e0bregas,N. Kant\u00e9,1
F\u00e0bregas,\u00c1lvaro Morata,1
A. R\u00fcdiger,F\u00e0bregas,1
F\u00e0bregas,Marcos Alonso,1
A. Christensen,Marcos Alonso,1
\u00c1lvaro Morata,A. R\u00fcdiger,1
G. Cahill,Marcos Alonso,1
N. Kant\u00e9,D. Zappacosta,1
N. Kant\u00e9,Marcos Alonso,1
\u00c1lvaro Morata,D. Zappacosta,1
N. Kant\u00e9,F\u00e0bregas,1
D. Zappacosta,Willian,1
G. Cahill,N. Kant\u00e9,1
D. Zappacosta,A. R\u00fcdiger,1
Marcos Alonso,G. Cahill,1
Willian,F\u00e0bregas,1
A. R\u00fcdiger,A. Christensen,1
