Source,Target,Weight
T. Ndomb\u00e8l\u00e9,F. Mendy,2
K. Tete,B. Traor\u00e9,2
F. Mendy,J. Morel,2
L. Tousart,Mariano D\u00edaz,2
K. Tete,N. Fekir,2
Marcelo,K. Tete,2
Mariano D\u00edaz,L. Tousart,2
J. Morel,N. Fekir,1
T. Ndomb\u00e8l\u00e9,A. Lopes,1
L. Tousart,B. Traor\u00e9,1
L. Tousart,T. Ndomb\u00e8l\u00e9,1
T. Ndomb\u00e8l\u00e9,Marcelo,1
T. Ndomb\u00e8l\u00e9,L. Tousart,1
B. Traor\u00e9,A. Lopes,1
A. Lopes,F. Mendy,1
J. Morel,Marcelo,1
B. Traor\u00e9,T. Ndomb\u00e8l\u00e9,1
N. Fekir,T. Ndomb\u00e8l\u00e9,1
B. Traor\u00e9,K. Tete,1
N. Fekir,K. Tete,1
K. Tete,T. Ndomb\u00e8l\u00e9,1
N. Fekir,H. Aouar,1
L. Tousart,K. Tete,1
F. Mendy,Marcelo,1
A. Lopes,N. Fekir,1
Marcelo,Mariano D\u00edaz,1
N. Fekir,L. Tousart,1
H. Aouar,T. Ndomb\u00e8l\u00e9,1
