Source,Target,Weight
M. Hummels,J. Boateng,5
J. Boateng,M. Hummels,4
Thiago Alc\u00e2ntara,K. Coman,3
Thiago Alc\u00e2ntara,D. Alaba,3
K. Coman,M. Hummels,2
J. Boateng,Thiago Alc\u00e2ntara,2
D. Alaba,M. Hummels,2
M. Hummels,Thiago Alc\u00e2ntara,2
D. Alaba,K. Coman,2
T. M\u00fcller,S. Rudy,2
D. Alaba,Thiago Alc\u00e2ntara,2
J. Kimmich,J. Boateng,2
M. Hummels,D. Alaba,2
S. Ulreich,T. M\u00fcller,1
K. Coman,D. Alaba,1
J. Boateng,Javi Mart\u00ednez,1
Javi Mart\u00ednez,D. Alaba,1
Thiago Alc\u00e2ntara,S. Ulreich,1
Thiago Alc\u00e2ntara,S. Rudy,1
D. Alaba,T. M\u00fcller,1
S. Ulreich,J. Kimmich,1
T. M\u00fcller,R. Lewandowski,1
M. Hummels,R. Lewandowski,1
Javi Mart\u00ednez,A. Robben,1
S. Ulreich,J. Boateng,1
J. Boateng,R. Lewandowski,1
D. Alaba,A. Robben,1
J. Kimmich,D. Alaba,1
S. Rudy,D. Alaba,1
R. Lewandowski,S. Rudy,1
R. Lewandowski,S. Ulreich,1
A. Robben,M. Hummels,1
K. Coman,J. Boateng,1
R. Lewandowski,Thiago Alc\u00e2ntara,1
J. Boateng,J. Kimmich,1
D. Alaba,Javi Mart\u00ednez,1
A. Robben,J. Kimmich,1
K. Coman,R. Lewandowski,1
S. Ulreich,M. Hummels,1
J. Boateng,A. Robben,1
A. Robben,J. Boateng,1
A. Robben,K. Coman,1
J. Kimmich,M. Hummels,1
Javi Mart\u00ednez,S. Ulreich,1
S. Rudy,Thiago Alc\u00e2ntara,1
S. Rudy,A. Robben,1
K. Coman,J. Kimmich,1
S. Rudy,T. M\u00fcller,1
M. Hummels,S. Ulreich,1
