Source,Target,Weight
K. Demirbay,K. Vogt,6
K. Vogt,K. Akpoguma,5
K. Vogt,S. Posch,5
N. Schulz,N. Amiri,5
K. Akpoguma,K. Vogt,4
O. Baumann,K. Vogt,4
S. Posch,K. Vogt,4
S. Posch,O. Baumann,4
S. Posch,N. Schulz,4
K. Demirbay,N. Schulz,3
S. Posch,N. Amiri,3
N. Schulz,S. Posch,3
K. Vogt,N. Schulz,3
K. Vogt,O. Baumann,3
N. Schulz,D. Geiger,3
D. Geiger,K. Demirbay,3
M. Uth,D. Geiger,3
K. Vogt,K. Demirbay,2
S. Wagner,N. Amiri,2
K. Demirbay,O. Baumann,2
S. Wagner,M. Uth,2
K. Akpoguma,S. Posch,2
N. Amiri,K. Demirbay,2
O. Baumann,S. Posch,2
M. Uth,P. Kade\u0159\u00e1bek,2
K. Akpoguma,K. Demirbay,2
K. Demirbay,S. Posch,2
P. Kade\u0159\u00e1bek,K. Akpoguma,2
N. Schulz,K. Demirbay,2
D. Geiger,P. Kade\u0159\u00e1bek,2
N. Amiri,K. Akpoguma,2
S. Posch,S. Wagner,2
O. Baumann,K. Demirbay,2
N. Amiri,N. Schulz,2
P. Kade\u0159\u00e1bek,K. Demirbay,2
S. Posch,K. Akpoguma,2
K. Akpoguma,P. Kade\u0159\u00e1bek,2
D. Geiger,S. Posch,2
M. Uth,N. Schulz,2
D. Geiger,K. Vogt,2
O. Baumann,S. Wagner,1
S. Wagner,S. Posch,1
N. Schulz,M. Uth,1
K. Demirbay,K. Akpoguma,1
P. Kade\u0159\u00e1bek,S. Wagner,1
N. Amiri,S. Posch,1
K. Vogt,N. Amiri,1
D. Geiger,M. Uth,1
D. Geiger,N. Schulz,1
K. Akpoguma,D. Geiger,1
K. Akpoguma,M. Uth,1
O. Baumann,K. Akpoguma,1
K. Akpoguma,S. Wagner,1
K. Vogt,D. Geiger,1
N. Amiri,S. Wagner,1
K. Demirbay,D. Geiger,1
S. Posch,M. Uth,1
N. Schulz,O. Baumann,1
N. Amiri,D. Geiger,1
M. Uth,S. Posch,1
O. Baumann,M. Uth,1
K. Vogt,P. Kade\u0159\u00e1bek,1
S. Wagner,D. Geiger,1
P. Kade\u0159\u00e1bek,O. Baumann,1
N. Amiri,M. Uth,1
N. Amiri,K. Vogt,1
