Source,Target,Weight
A. Masuaku,M. Lanzini,4
M. Lanzini,Pedro Obiang,3
M. Noble,A. Ogbonna,2
M. Lanzini,A. Cresswell,2
A. Cresswell,A. Masuaku,2
M. Lanzini,M. Antonio,1
Pedro Obiang,W. Reid,1
Pedro Obiang,M. Lanzini,1
Adri\u00e1n,M. Arnautovi\u0107,1
M. Arnautovi\u0107,M. Antonio,1
M. Antonio,Pedro Obiang,1
M. Noble,A. Cresswell,1
Adri\u00e1n,M. Noble,1
A. Cresswell,Adri\u00e1n,1
M. Arnautovi\u0107,M. Noble,1
Pedro Obiang,M. Noble,1
M. Arnautovi\u0107,M. Lanzini,1
M. Lanzini,A. Masuaku,1
M. Lanzini,M. Noble,1
Pedro Obiang,A. Ogbonna,1
A. Ogbonna,A. Masuaku,1
A. Cresswell,M. Lanzini,1
A. Ogbonna,Adri\u00e1n,1
A. Ogbonna,M. Arnautovi\u0107,1
A. Masuaku,M. Noble,1
A. Cresswell,A. Ogbonna,1
A. Ogbonna,Pedro Obiang,1
M. Noble,M. Arnautovi\u0107,1
W. Reid,A. Masuaku,1
Pedro Obiang,M. Arnautovi\u0107,1
M. Antonio,A. Cresswell,1
M. Arnautovi\u0107,W. Reid,1
M. Noble,M. Lanzini,1
W. Reid,M. Arnautovi\u0107,1
