Source,Target,Weight
A. Vidal,J. Boateng,4
Juan Bernat,D. Alaba,3
Thiago Alc\u00e2ntara,A. Vidal,2
D. Alaba,Juan Bernat,2
D. Alaba,A. Vidal,2
M. Hummels,A. Vidal,2
M. Hummels,J. Boateng,2
J. Kimmich,Thiago Alc\u00e2ntara,2
J. Boateng,T. M\u00fcller,2
A. Vidal,Juan Bernat,2
J. Kimmich,M. Hummels,2
Thiago Alc\u00e2ntara,C. Tolisso,2
J. Boateng,D. Alaba,1
J. Boateng,M. Hummels,1
Thiago Alc\u00e2ntara,T. M\u00fcller,1
A. Vidal,M. Hummels,1
T. M\u00fcller,Thiago Alc\u00e2ntara,1
M. Hummels,J. Kimmich,1
S. Ulreich,J. Boateng,1
J. Boateng,J. Kimmich,1
Thiago Alc\u00e2ntara,M. Hummels,1
C. Tolisso,J. Boateng,1
J. Kimmich,S. Ulreich,1
C. Tolisso,J. Kimmich,1
S. Wagner,A. Vidal,1
J. Boateng,Thiago Alc\u00e2ntara,1
J. Boateng,A. Vidal,1
M. Hummels,Thiago Alc\u00e2ntara,1
T. M\u00fcller,S. Ulreich,1
D. Alaba,Thiago Alc\u00e2ntara,1
T. M\u00fcller,Juan Bernat,1
Juan Bernat,M. Hummels,1
Thiago Alc\u00e2ntara,D. Alaba,1
M. Hummels,T. M\u00fcller,1
J. Boateng,S. Wagner,1
D. Alaba,M. Hummels,1
S. Ulreich,M. Hummels,1
C. Tolisso,A. Vidal,1
A. Vidal,D. Alaba,1
D. Alaba,S. Wagner,1
M. Hummels,D. Alaba,1
A. Vidal,C. Tolisso,1
T. M\u00fcller,J. Kimmich,1
A. Vidal,J. Kimmich,1
Juan Bernat,Thiago Alc\u00e2ntara,1
