Source,Target,Weight
L. Bender,K. Havertz,2
C. Ar\u00e1nguiz,L. Bailey,2
K. Havertz,C. Ar\u00e1nguiz,2
L. Bender,J. Baumgartlinger,1
L. Alario,L. Bender,1
K. Havertz,L. Bender,1
L. Bailey,B. Leno,1
Wendell,K. Havertz,1
K. Havertz,J. Brandt,1
K. Havertz,J. Tah,1
J. Baumgartlinger,C. Ar\u00e1nguiz,1
L. Bender,L. Bailey,1
J. Tah,L. Alario,1
B. Leno,T. Jedvaj,1
L. Bailey,L. Bender,1
L. Bailey,J. Brandt,1
T. Jedvaj,L. Bender,1
T. Jedvaj,K. Havertz,1
L. Alario,B. Leno,1
J. Brandt,T. Jedvaj,1
J. Brandt,K. Havertz,1
J. Brandt,L. Alario,1
B. Leno,Wendell,1
C. Ar\u00e1nguiz,L. Bender,1
