Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
S. Bender,33,1,0,0,0,0,1
J. Baumgartlinger,57,0,0,0,1,0,1
J. Brandt,67,0,0,0,1,0,1
J. Tah,90,1,0,0,0,0,1
K. Havertz,90,0,0,0,1,1,0
L. Bailey,90,0,1,0,0,1,0
B. Leno,90,0,0,1,0,0,1
K. Volland,90,0,1,0,0,1,0
C. Ar\u00e1nguiz,90,0,0,0,1,1,0
Wendell,90,1,0,0,0,1,0
L. Bender,90,0,0,0,1,0,1
P. Retsos,57,1,0,0,0,0,1
L. Alario,33,0,1,0,0,0,1
D. Kohr,23,0,0,0,1,0,1
