Source,Target,Weight
Sergio Escudero,S. N'Zonzi,3
\u00c9. Banega,F. V\u00e1zquez,2
\u00c9. Banega,Sergio Escudero,2
Jes\u00fas Navas,Sergio Escudero,1
C. Lenglet,S. Kj\u00e6r,1
F. V\u00e1zquez,Sergio Escudero,1
S. N'Zonzi,\u00c9. Banega,1
Sergio Escudero,S. Kj\u00e6r,1
S. Kj\u00e6r,Sergio Escudero,1
S. Kj\u00e6r,\u00c9. Banega,1
S. N'Zonzi,Sergio Escudero,1
Sergio Escudero,Jes\u00fas Navas,1
S. N'Zonzi,F. V\u00e1zquez,1
F. V\u00e1zquez,\u00c9. Banega,1
\u00c9. Banega,C. Lenglet,1
F. V\u00e1zquez,Jes\u00fas Navas,1
Sergio Escudero,C. Lenglet,1
Jes\u00fas Navas,\u00c9. Banega,1
