Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_right,Foot_left
S. Kagawa,62,0,0,0,1,1,0
M. Reus,72,0,1,0,0,1,0
C. Pulisic,85,0,0,0,1,1,0
M. Akanji,90,1,0,0,0,1,0
R. B\u00fcrki,90,0,0,1,0,1,0
\u0141. Piszczek,90,1,0,0,0,1,0
\u00d6. Toprak,90,1,0,0,0,1,0
J. Weigl,90,0,0,0,1,1,0
M. Batshuayi,90,0,1,0,0,1,0
J. Toljan,90,1,0,0,0,1,0
A. Sch\u00fcrrle,90,0,1,0,0,1,0
M. Dahoud,28,0,0,0,1,1,0
M. G\u00f6tze,18,0,0,0,1,1,0
G. Castro,5,0,0,0,1,1,0
