Source,Target,Weight
Wendell,C. Ar\u00e1nguiz,5
C. Ar\u00e1nguiz,J. Tah,4
L. Bender,K. Havertz,3
J. Tah,L. Bender,3
S. Bender,Wendell,3
C. Ar\u00e1nguiz,J. Baumgartlinger,3
C. Ar\u00e1nguiz,Wendell,3
J. Tah,B. Leno,2
Wendell,K. Bellarabi,2
K. Havertz,S. Bender,2
J. Baumgartlinger,Wendell,2
J. Tah,K. Volland,2
L. Bender,J. Tah,2
K. Volland,L. Bender,2
K. Bellarabi,J. Tah,2
L. Alario,C. Ar\u00e1nguiz,2
J. Tah,C. Ar\u00e1nguiz,2
B. Leno,J. Tah,2
K. Havertz,L. Bender,2
L. Bender,K. Volland,2
L. Alario,K. Havertz,2
J. Tah,S. Bender,2
C. Ar\u00e1nguiz,T. Jedvaj,2
L. Bender,C. Ar\u00e1nguiz,2
Wendell,L. Alario,2
J. Baumgartlinger,L. Alario,2
Wendell,J. Tah,1
K. Bellarabi,C. Ar\u00e1nguiz,1
K. Bellarabi,L. Bender,1
L. Bender,J. Baumgartlinger,1
J. Tah,Wendell,1
T. Jedvaj,Wendell,1
S. Bender,L. Bender,1
Wendell,B. Leno,1
B. Leno,K. Havertz,1
K. Volland,S. Bender,1
L. Bender,K. Bellarabi,1
J. Tah,L. Alario,1
K. Bellarabi,S. Bender,1
J. Baumgartlinger,K. Havertz,1
K. Havertz,Wendell,1
T. Jedvaj,J. Tah,1
Wendell,S. Bender,1
S. Bender,J. Baumgartlinger,1
J. Tah,J. Baumgartlinger,1
J. Baumgartlinger,T. Jedvaj,1
S. Bender,K. Bellarabi,1
T. Jedvaj,J. Baumgartlinger,1
C. Ar\u00e1nguiz,K. Bellarabi,1
K. Volland,T. Jedvaj,1
L. Alario,L. Bender,1
K. Havertz,K. Volland,1
K. Volland,J. Baumgartlinger,1
S. Bender,C. Ar\u00e1nguiz,1
K. Havertz,L. Alario,1
K. Bellarabi,K. Volland,1
K. Havertz,K. Bellarabi,1
K. Bellarabi,J. Baumgartlinger,1
L. Alario,J. Tah,1
K. Volland,L. Alario,1
S. Bender,J. Tah,1
K. Bellarabi,Wendell,1
J. Baumgartlinger,L. Bender,1
L. Alario,B. Leno,1
J. Baumgartlinger,C. Ar\u00e1nguiz,1
B. Leno,S. Bender,1
S. Bender,K. Havertz,1
C. Ar\u00e1nguiz,S. Bender,1
T. Jedvaj,K. Bellarabi,1
