Source,Target,Weight
\u00c1. di Mar\u00eda,Dani Alves,3
T. Motta,Thiago Silva,3
Dani Alves,Marquinhos,2
Dani Alves,\u00c1. di Mar\u00eda,2
Thiago Silva,J. Pastore,2
Thiago Silva,Marquinhos,2
Marquinhos,Dani Alves,1
Thiago Silva,T. Motta,1
A. Rabiot,J. Pastore,1
Marquinhos,Thiago Silva,1
Thiago Silva,L. Kurzawa,1
Dani Alves,M. Verratti,1
J. Pastore,T. Motta,1
M. Verratti,Dani Alves,1
T. Motta,Marquinhos,1
J. Pastore,Thiago Silva,1
Marquinhos,T. Motta,1
Dani Alves,T. Motta,1
Marquinhos,M. Verratti,1
L. Kurzawa,Thiago Silva,1
J. Pastore,A. Rabiot,1
M. Verratti,\u00c1. di Mar\u00eda,1
