Source,Target,Weight
B. Chilwell,H. Maguire,5
W. Morgan,H. Maguire,4
W. Morgan,Adrien Silva,4
Adrien Silva,D. Simpson,4
H. Maguire,Adrien Silva,4
H. Choudhury,Adrien Silva,3
S. Okazaki,W. Morgan,3
D. Gray,H. Maguire,3
H. Maguire,B. Chilwell,3
H. Maguire,D. Gray,3
B. Chilwell,H. Choudhury,3
Adrien Silva,H. Maguire,3
H. Maguire,W. Morgan,3
H. Choudhury,B. Chilwell,3
H. Maguire,H. Choudhury,2
Adrien Silva,W. Morgan,2
H. Maguire,J. Vardy,2
K. Schmeichel,B. Chilwell,2
H. Choudhury,W. Morgan,2
J. Vardy,D. Gray,2
D. Simpson,H. Choudhury,2
D. Gray,R. Mahrez,2
Adrien Silva,H. Choudhury,1
H. Choudhury,D. Simpson,1
B. Chilwell,S. Okazaki,1
B. Chilwell,D. Gray,1
D. Simpson,Adrien Silva,1
S. Okazaki,H. Maguire,1
R. Mahrez,H. Choudhury,1
R. Mahrez,W. Morgan,1
K. Schmeichel,H. Maguire,1
H. Choudhury,H. Maguire,1
D. Gray,S. Okazaki,1
D. Gray,H. Choudhury,1
D. Simpson,W. Morgan,1
Adrien Silva,S. Okazaki,1
Adrien Silva,J. Vardy,1
H. Maguire,S. Okazaki,1
W. Morgan,J. Vardy,1
H. Maguire,R. Mahrez,1
W. Morgan,B. Chilwell,1
R. Mahrez,S. Okazaki,1
S. Okazaki,D. Gray,1
Adrien Silva,K. Schmeichel,1
B. Chilwell,K. Schmeichel,1
D. Simpson,R. Mahrez,1
W. Morgan,D. Gray,1
Adrien Silva,B. Chilwell,1
W. Morgan,K. Schmeichel,1
R. Mahrez,Adrien Silva,1
D. Gray,B. Chilwell,1
J. Vardy,H. Maguire,1
