Source,Target,Weight
G. Rulli,Xabi Prieto,1
Odriozola,Diego Llorente,1
Zubeld\u00eda,\u00cd\u00f1igo Mart\u00ednez,1
\u00cd\u00f1igo Mart\u00ednez,Mikel Oyarzabal,1
Diego Llorente,Odriozola,1
Odriozola,Illarramendi,1
Diego Llorente,\u00cd\u00f1igo Mart\u00ednez,1
Diego Llorente,G. Rulli,1
\u00cd\u00f1igo Mart\u00ednez,G. Rulli,1
G. Rulli,Diego Llorente,1
Xabi Prieto,Illarramendi,1
Xabi Prieto,De La Bella,1
Illarramendi,Zubeld\u00eda,1
Illarramendi,G. Rulli,1
G. Rulli,Odriozola,1
Mikel Oyarzabal,Xabi Prieto,1
