Source,Target,Weight
M. James,W. Ndidi,2
W. Morgan,R. Mahrez,2
M. Albrighton,H. Maguire,2
H. Maguire,D. Gray,1
H. Maguire,M. Albrighton,1
J. Vardy,B. Chilwell,1
W. Ndidi,B. Chilwell,1
H. Maguire,B. Chilwell,1
R. Mahrez,J. Vardy,1
D. Simpson,R. Mahrez,1
B. Chilwell,K. Schmeichel,1
D. Gray,M. James,1
B. Chilwell,M. James,1
K. Schmeichel,W. Morgan,1
W. Ndidi,H. Maguire,1
B. Chilwell,M. Albrighton,1
M. James,M. Albrighton,1
H. Maguire,M. James,1
R. Mahrez,K. Schmeichel,1
W. Ndidi,W. Morgan,1
M. Albrighton,M. James,1
M. James,J. Vardy,1
J. Vardy,W. Ndidi,1
K. Schmeichel,H. Maguire,1
W. Ndidi,D. Simpson,1
