Source,Target,Weight
Pol Lirola,F. Magnanelli,4
F. Peluso,A. Ragusa,3
D. Berardi,A. Duncan,3
S. Missiroli,Pol Lirola,3
A. Duncan,D. Berardi,3
F. Acerbi,F. Peluso,2
F. Magnanelli,Pol Lirola,2
D. Falcinelli,A. Duncan,2
Pol Lirola,D. Berardi,2
Pol Lirola,S. Missiroli,2
A. Consigli,F. Peluso,2
A. Ragusa,F. Peluso,2
A. Ragusa,F. Acerbi,2
D. Falcinelli,F. Peluso,2
D. Berardi,F. Magnanelli,2
A. Duncan,F. Peluso,2
F. Peluso,D. Falcinelli,2
S. Missiroli,F. Magnanelli,2
A. Duncan,D. Falcinelli,2
F. Magnanelli,D. Berardi,2
F. Acerbi,A. Duncan,2
F. Acerbi,A. Consigli,2
F. Magnanelli,S. Missiroli,2
Pol Lirola,D. Falcinelli,1
A. Ragusa,Pol Lirola,1
A. Ragusa,A. Duncan,1
A. Consigli,Pol Lirola,1
E. Goldaniga,F. Acerbi,1
E. Goldaniga,Pol Lirola,1
F. Peluso,A. Consigli,1
D. Berardi,A. Ragusa,1
S. Missiroli,F. Peluso,1
F. Magnanelli,D. Falcinelli,1
E. Goldaniga,S. Missiroli,1
S. Missiroli,A. Consigli,1
A. Duncan,F. Acerbi,1
Pol Lirola,A. Ragusa,1
A. Consigli,F. Acerbi,1
E. Goldaniga,A. Consigli,1
D. Falcinelli,D. Berardi,1
A. Duncan,F. Magnanelli,1
F. Magnanelli,A. Duncan,1
F. Magnanelli,F. Acerbi,1
F. Peluso,A. Duncan,1
F. Peluso,F. Magnanelli,1
F. Peluso,Pol Lirola,1
D. Berardi,A. Consigli,1
A. Consigli,S. Missiroli,1
D. Berardi,S. Missiroli,1
A. Consigli,A. Duncan,1
S. Missiroli,D. Berardi,1
F. Acerbi,D. Berardi,1
F. Peluso,S. Missiroli,1
F. Peluso,F. Acerbi,1
F. Magnanelli,E. Goldaniga,1
D. Falcinelli,E. Goldaniga,1
D. Berardi,Pol Lirola,1
A. Duncan,A. Ragusa,1
Pol Lirola,E. Goldaniga,1
D. Berardi,D. Falcinelli,1
F. Magnanelli,A. Consigli,1
A. Duncan,Pol Lirola,1
A. Consigli,E. Goldaniga,1
