Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
Kwon Chang-Hoon,56,0,0,0,1,1,0
W. Lautoa,61,1,0,0,0,0,1
F. Sammaritano,80,0,0,0,1,0,1
C. Yamber\u00e9,90,1,0,0,0,0,1
J\u00falio Tavares,90,0,1,0,0,0,1
B. Reynet,90,0,0,1,0,0,1
P. Djilobodji,90,1,0,0,0,1,0
R. Amalfitano,90,0,0,0,1,0,1
A. Bouka Moutou,90,1,0,0,0,1,0
V. Rosier,90,1,0,0,0,0,1
W. Sa\u00efd,90,0,1,0,0,0,1
N. Sliti,34,0,0,0,1,0,1
J. Mari\u00e9,29,0,0,0,1,0,1
B. Jeannot,10,0,1,0,0,0,1
