Source,Target,Weight
Lucas P\u00e9rez,Z. Bakkali,2
Z. Bakkali,Lucas P\u00e9rez,2
F. Valverde,Juanfran,2
Borja Valle,F. Valverde,1
Fernando Navarro,F. Valverde,1
Juanfran,Rub\u00e9n,1
Z. Bakkali,Juanfran,1
Lucas P\u00e9rez,F. Valverde,1
Lucas P\u00e9rez,C. Borges,1
Juanfran,Z. Bakkali,1
C. Borges,Lucas P\u00e9rez,1
Rub\u00e9n,Juanfran,1
Juanfran,Borja Valle,1
Juanfran,F. Sch\u00e4r,1
Lucas P\u00e9rez,Borja Valle,1
F. Sch\u00e4r,Juanfran,1
F. Valverde,Fernando Navarro,1
Juanfran,Lucas P\u00e9rez,1
