Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
D. Li\u00e9nard,61,0,0,0,1,1,0
Nuno Da Costa,78,0,1,0,0,0,1
K. Lala,90,1,0,0,0,0,1
P. Martinez,90,1,0,0,0,1,0
E. Seka,90,1,0,0,0,0,1
J. Aholou,90,0,0,0,1,1,0
B. Kon\u00e9,90,1,0,0,0,0,1
A. Oukidja,90,0,0,1,0,0,1
S. Bahoken,90,0,1,0,0,0,1
D. Foulquier,90,1,0,0,0,0,1
J. Martin,90,0,0,0,1,0,1
A. Gon\u00e7alves,29,0,0,0,1,0,1
I. Saadi,12,0,1,0,0,0,1
V. Nogueira,1,0,0,0,1,0,1
