Source,Target,Weight
Omar Ramos,Gabriel,3
Gabriel,Gumbau,3
N. El Zhar,Gabriel,3
Gabriel,C. Beauvue,2
Gumbau,D. Siovas,2
Tito,N. El Zhar,2
Diego Rico,Omar Ramos,2
Gabriel,Bustinza,2
Gabriel,Tito,2
Cu\u00e9llar,Tito,1
D. Siovas,N. El Zhar,1
Gabriel,N. El Zhar,1
D. Siovas,Bustinza,1
Bustinza,Gumbau,1
Tito,Gabriel,1
D. Siovas,Gabriel,1
N. El Zhar,Eraso,1
Eraso,C. Beauvue,1
Gumbau,Cu\u00e9llar,1
Bustinza,D. Siovas,1
Gumbau,Gabriel,1
N. El Zhar,Omar Ramos,1
Bustinza,N. El Zhar,1
C. Beauvue,N. El Zhar,1
Gumbau,Diego Rico,1
Tito,Bustinza,1
Gumbau,Omar Ramos,1
Cu\u00e9llar,Gumbau,1
C. Beauvue,Eraso,1
Gabriel,Diego Rico,1
C. Beauvue,Gumbau,1
Eraso,Gabriel,1
N. El Zhar,Tito,1
D. Siovas,Cu\u00e9llar,1
Omar Ramos,Diego Rico,1
Diego Rico,Gabriel,1
