Source,Target,Weight
Thiago Maia,Y. Benzia,2
Thiago Mendes,Thiago Maia,2
K. Malcuit,Thiago Mendes,2
M. Maignan,J. Alonso,2
E. Ponce,K. Malcuit,2
K. Malcuit,E. Ponce,2
Edgar I\u00e9,Thiago Maia,2
Thiago Mendes,K. Malcuit,1
Thiago Maia,Thiago Mendes,1
Thiago Mendes,Edgar I\u00e9,1
E. Ponce,Edgar I\u00e9,1
I. Amadou,Thiago Mendes,1
M. Maignan,K. Malcuit,1
Edgar I\u00e9,M. Maignan,1
K. Malcuit,A. Soumaoro,1
Thiago Mendes,I. Amadou,1
N. P\u00e9p\u00e9,K. Malcuit,1
Thiago Mendes,A. Soumaoro,1
K. Malcuit,N. P\u00e9p\u00e9,1
A. Soumaoro,E. Ponce,1
Y. Benzia,J. Alonso,1
K. Malcuit,M. Maignan,1
N. P\u00e9p\u00e9,Thiago Mendes,1
K. Malcuit,Edgar I\u00e9,1
M. Maignan,E. Ponce,1
J. Alonso,K. Malcuit,1
J. Alonso,M. Maignan,1
Thiago Mendes,N. P\u00e9p\u00e9,1
A. Soumaoro,M. Maignan,1
J. Alonso,Edgar I\u00e9,1
Edgar I\u00e9,K. Malcuit,1
Y. Benzia,Edgar I\u00e9,1
E. Ponce,Thiago Mendes,1
Edgar I\u00e9,Thiago Mendes,1
