Source,Target,Weight
L. Koscielny,S. Kola\u0161inac,1
M. \u00d6zil,A. Lacazette,1
G. Xhaka,S. Mustafi,1
Beller\u00edn,G. Xhaka,1
J. Wilshere,Beller\u00edn,1
A. S\u00e1nchez,M. \u00d6zil,1
S. Kola\u0161inac,Beller\u00edn,1
G. Xhaka,A. S\u00e1nchez,1
C. Chambers,G. Xhaka,1
A. S\u00e1nchez,L. Koscielny,1
S. Mustafi,A. Lacazette,1
A. Lacazette,Beller\u00edn,1
C. Chambers,J. Wilshere,1
A. Lacazette,A. S\u00e1nchez,1
G. Xhaka,C. Chambers,1
Beller\u00edn,M. \u00d6zil,1
Beller\u00edn,C. Chambers,1
A. S\u00e1nchez,G. Xhaka,1
M. \u00d6zil,A. S\u00e1nchez,1
