Source,Target,Weight
M. Arnold,M. Tisserand,3
M. Tisserand,D. Didavi,1
Camacho,M. Arnold,1
P. Verhaegh,Y. Mall\u0131,1
D. Origi,Camacho,1
K. Casteels,M. Tisserand,1
F. Uduokhai,M. Arnold,1
M. Tisserand,D. Origi,1
F. Uduokhai,G. Itter,1
K. Casteels,F. Uduokhai,1
M. Tisserand,P. Verhaegh,1
G. Itter,M. Arnold,1
D. Didavi,Y. Mall\u0131,1
D. Origi,K. Casteels,1
P. Verhaegh,J. B\u0142aszczykowski,1
P. Verhaegh,D. Origi,1
Y. Mall\u0131,G. Itter,1
M. Tisserand,K. Casteels,1
J. B\u0142aszczykowski,P. Verhaegh,1
G. Itter,F. Uduokhai,1
