Source,Target,Weight
M. Politano,C. Dell'Orco,3
S. Missiroli,M. Politano,2
A. Consigli,F. Acerbi,2
E. Goldaniga,A. Consigli,2
F. Magnanelli,S. Missiroli,2
C. Dell'Orco,F. Magnanelli,2
F. Magnanelli,F. Acerbi,2
S. Missiroli,C. Dell'Orco,2
M. Politano,F. Magnanelli,2
F. Acerbi,Pol Lirola,2
F. Acerbi,F. Magnanelli,2
C. Dell'Orco,M. Politano,2
F. Magnanelli,Pol Lirola,2
Pol Lirola,F. Cassata,2
Pol Lirola,M. Politano,1
A. Ragusa,Pol Lirola,1
Pol Lirola,E. Goldaniga,1
E. Goldaniga,D. Berardi,1
A. Ragusa,F. Cassata,1
F. Magnanelli,C. Dell'Orco,1
Pol Lirola,F. Magnanelli,1
F. Acerbi,E. Goldaniga,1
C. Dell'Orco,S. Missiroli,1
A. Consigli,D. Berardi,1
F. Acerbi,C. Dell'Orco,1
F. Cassata,F. Magnanelli,1
D. Berardi,A. Consigli,1
E. Goldaniga,F. Acerbi,1
E. Goldaniga,M. Politano,1
D. Berardi,F. Magnanelli,1
C. Dell'Orco,F. Acerbi,1
F. Magnanelli,A. Ragusa,1
A. Ragusa,E. Goldaniga,1
F. Magnanelli,E. Goldaniga,1
E. Goldaniga,S. Missiroli,1
F. Cassata,M. Politano,1
C. Dell'Orco,E. Goldaniga,1
F. Cassata,A. Ragusa,1
M. Politano,F. Peluso,1
Pol Lirola,A. Ragusa,1
F. Peluso,Pol Lirola,1
