Source,Target,Weight
Y. M'Vila,J. Bamba,2
M. Debuchy,L. Perrin,2
R. Cabella,N. Suboti\u0107,2
Y. M'Vila,O. Seln\u00e6s,2
J. Bamba,R. Cabella,2
O. Seln\u00e6s,Y. M'Vila,2
L. Perrin,Y. M'Vila,2
J. Bamba,R. Beri\u010d,2
R. Beri\u010d,N. Suboti\u0107,2
K. Monnet-Paquet,R. Cabella,2
O. Seln\u00e6s,N. Suboti\u0107,1
N. Suboti\u0107,J. Bamba,1
N. Suboti\u0107,Y. M'Vila,1
O. Seln\u00e6s,S. Ruffier,1
Y. M'Vila,N. Suboti\u0107,1
R. Cabella,K. Monnet-Paquet,1
S. Ruffier,N. Suboti\u0107,1
O. Seln\u00e6s,M. Debuchy,1
Gabriel Silva,R. Cabella,1
Gabriel Silva,R. Beri\u010d,1
R. Cabella,Y. M'Vila,1
N. Suboti\u0107,L. Perrin,1
M. Debuchy,K. Monnet-Paquet,1
L. Perrin,M. Debuchy,1
R. Beri\u010d,J. Bamba,1
R. Cabella,L. Perrin,1
R. Cabella,M. Debuchy,1
Y. M'Vila,M. Debuchy,1
R. Beri\u010d,K. Monnet-Paquet,1
N. Suboti\u0107,Gabriel Silva,1
N. Suboti\u0107,O. Seln\u00e6s,1
K. Monnet-Paquet,M. Debuchy,1
Y. M'Vila,R. Cabella,1
L. Perrin,O. Seln\u00e6s,1
M. Debuchy,R. Cabella,1
R. Cabella,Gabriel Silva,1
M. Debuchy,Y. M'Vila,1
N. Suboti\u0107,R. Beri\u010d,1
