Source,Target,Weight
F. Lustenberger,S. Langkamp,4
S. Langkamp,P. Pekar\u00edk,3
S. Langkamp,F. Lustenberger,3
K. Rekik,F. Lustenberger,2
K. Rekik,M. Plattenhardt,2
S. Langkamp,K. Rekik,2
P. Pekar\u00edk,S. Langkamp,2
M. Plattenhardt,M. Weiser,2
A. Esswein,S. Langkamp,2
P. Skjelbred,F. Lustenberger,2
K. Rekik,A. Esswein,1
P. Pekar\u00edk,A. Esswein,1
M. Weiser,P. Skjelbred,1
M. Leckie,S. Langkamp,1
R. Jarstein,F. Lustenberger,1
O. Duda,M. Plattenhardt,1
K. Rekik,R. Jarstein,1
P. Skjelbred,S. Langkamp,1
S. Langkamp,M. Leckie,1
S. Langkamp,R. Jarstein,1
F. Lustenberger,O. Duda,1
A. Esswein,P. Skjelbred,1
R. Jarstein,K. Rekik,1
S. Langkamp,P. Skjelbred,1
F. Lustenberger,M. Plattenhardt,1
P. Pekar\u00edk,M. Leckie,1
P. Pekar\u00edk,O. Duda,1
M. Weiser,O. Duda,1
F. Lustenberger,K. Rekik,1
M. Leckie,P. Pekar\u00edk,1
F. Lustenberger,P. Pekar\u00edk,1
F. Lustenberger,A. Esswein,1
M. Plattenhardt,F. Lustenberger,1
O. Duda,K. Rekik,1
M. Plattenhardt,K. Rekik,1
