Source,Target,Weight
T. Jantschke,M. Ginter,5
N. Elvedi,J. Vestergaard,4
M. Ginter,J. Vestergaard,4
N. Elvedi,V. Grifo,4
L. Stindl,T. Jantschke,4
C. Kramer,M. Ginter,3
T. Hazard,V. Grifo,3
C. Kramer,J. Vestergaard,3
V. Grifo,T. Hazard,3
J. Vestergaard,C. Kramer,3
M. Ginter,C. Kramer,3
J. Vestergaard,M. Ginter,3
D. Zakaria,N. Elvedi,3
C. Kramer,T. Sippel,2
J. Vestergaard,L. Stindl,2
M. Ginter,N. Elvedi,2
L. Stindl,D. Zakaria,2
T. Sippel,L. Stindl,2
L. Stindl,C. Kramer,2
L. Stindl,T. Sippel,2
V. Grifo,C. Kramer,2
V. Grifo,N. Elvedi,2
L. Stindl,N. Elvedi,2
M. Ginter,T. Sippel,2
T. Sippel,T. Jantschke,2
N. Elvedi,L. Stindl,2
J. Vestergaard,T. Sippel,2
C. Kramer,N. Elvedi,2
D. Zakaria,M. Ginter,2
C. Kramer,L. Stindl,2
J. Vestergaard,D. Zakaria,1
D. Zakaria,C. Kramer,1
T. Jantschke,C. Kramer,1
T. Jantschke,V. Grifo,1
T. Jantschke,D. Zakaria,1
C. Kramer,V. Grifo,1
C. Kramer,T. Jantschke,1
D. Zakaria,V. Grifo,1
N. Elvedi,T. Hazard,1
V. Grifo,M. Ginter,1
J. Hofmann,L. Stindl,1
T. Sippel,J. Vestergaard,1
M. Ginter,T. Jantschke,1
T. Hazard,C. Kramer,1
J. Vestergaard,J. Hofmann,1
D. Zakaria,T. Hazard,1
N. Elvedi,C. Kramer,1
T. Sippel,N. Elvedi,1
M. Ginter,D. Zakaria,1
T. Jantschke,J. Hofmann,1
T. Sippel,D. Zakaria,1
V. Grifo,L. Stindl,1
J. Vestergaard,T. Jantschke,1
T. Jantschke,L. Stindl,1
V. Grifo,J. Vestergaard,1
T. Hazard,T. Jantschke,1
T. Sippel,C. Kramer,1
N. Elvedi,D. Zakaria,1
J. Hofmann,N. Elvedi,1
C. Kramer,D. Zakaria,1
T. Hazard,L. Stindl,1
M. Ginter,L. Stindl,1
