Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
N. M\u00fcller,15,0,0,0,1,0,1
F. Kosti\u0107,62,0,0,0,1,1,0
B. Wood,87,0,1,0,0,0,1
D. Diekmeier,90,1,0,0,0,0,1
A. Ekdal,90,0,0,0,1,0,1
R. van Drongelen,90,1,0,0,0,1,0
C. Mathenia,90,0,0,1,0,0,1
A. Hahn,90,0,1,0,0,0,1
Walace,90,0,0,0,1,0,1
K. Papadopoulos,90,1,0,0,0,0,1
G. Jung,90,1,0,0,0,0,1
A. Hunt,75,0,0,0,1,1,0
L. Waldschmidt,28,0,1,0,0,1,0
S. Schipplock,3,0,1,0,0,0,1
