Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
J. Billong,53,1,0,0,0,0,1
C. Lombardi,53,0,1,0,0,0,1
V. Parigini,68,0,1,0,0,0,1
B. Djimsiti,90,1,0,0,0,0,1
N. Viola,90,0,0,0,1,1,0
A. To\u0219ca,90,1,0,0,0,1,0
L. Venuti,90,1,0,0,0,0,1
E. Brignola,90,0,1,0,0,1,0
C. Diabat\u00e9,90,0,1,0,0,0,1
C. Puggioni,90,0,0,1,0,0,1
L. Del Pinto,90,0,0,0,1,0,1
B. Sagna,37,1,0,0,0,0,1
F. \u0110uri\u010di\u0107,37,0,0,0,1,0,1
P. Iemmello,22,0,1,0,0,0,1
