Source,Target,Weight
J. Toljan,N. \u015eahin,3
N. Suboti\u0107,J. Toljan,2
J. Toljan,N. Suboti\u0107,2
N. \u015eahin,M. G\u00f6tze,2
Bartra,M. Philipp,2
M. Philipp,J. Toljan,2
N. \u015eahin,M. Philipp,1
M. G\u00f6tze,R. B\u00fcrki,1
N. Suboti\u0107,J. Weigl,1
N. \u015eahin,J. Weigl,1
M. G\u00f6tze,M. Philipp,1
N. \u015eahin,Bartra,1
J. Weigl,Bartra,1
J. Weigl,N. Suboti\u0107,1
N. Suboti\u0107,R. B\u00fcrki,1
R. B\u00fcrki,N. Suboti\u0107,1
N. Suboti\u0107,N. \u015eahin,1
M. G\u00f6tze,Bartra,1
M. Philipp,J. Weigl,1
C. Pulisic,Bartra,1
R. B\u00fcrki,M. G\u00f6tze,1
Bartra,R. B\u00fcrki,1
M. G\u00f6tze,N. \u015eahin,1
R. B\u00fcrki,N. \u015eahin,1
Bartra,C. Pulisic,1
N. \u015eahin,N. Suboti\u0107,1
J. Weigl,M. G\u00f6tze,1
M. G\u00f6tze,J. Toljan,1
