Source,Target,Weight
Tom\u00e1s Pina,J. Guidetti,5
J. Guidetti,Tom\u00e1s Pina,4
Fernando Pacheco,Tom\u00e1s Pina,4
Tom\u00e1s Pina,Rub\u00e9n Duarte,3
Alfonso Pedraza,J. Guidetti,3
Tom\u00e1s Pina,Alfonso Pedraza,3
Alfonso Pedraza,Rub\u00e9n Duarte,3
H. P\u00e9rez,Tom\u00e1s Pina,3
J. Guidetti,Alfonso Pedraza,3
J. Guidetti,Munir,3
Alfonso Pedraza,H. P\u00e9rez,2
Alfonso Pedraza,Fernando Pacheco,2
Rub\u00e9n Duarte,Fernando Pacheco,2
D. Torres,Alfonso Pedraza,2
H. P\u00e9rez,Rub\u00e9n Duarte,2
Rub\u00e9n Duarte,Rodrigo Ely,2
Alexis,J. Guidetti,2
Rub\u00e9n Duarte,Munir,2
Laguardia,D. Torres,2
Fernando Pacheco,Munir,2
Munir,H. P\u00e9rez,2
Tom\u00e1s Pina,Laguardia,2
Rub\u00e9n Duarte,Alfonso Pedraza,2
Rub\u00e9n Duarte,Tom\u00e1s Pina,2
Munir,Rub\u00e9n Duarte,2
J. Guidetti,H. P\u00e9rez,2
Rub\u00e9n Duarte,J. Guidetti,1
J. Guidetti,Fernando Pacheco,1
D. Torres,H. P\u00e9rez,1
Munir,Alfonso Pedraza,1
H. P\u00e9rez,Munir,1
Tom\u00e1s Pina,Fernando Pacheco,1
H. P\u00e9rez,D. Torres,1
Alexis,H. P\u00e9rez,1
Munir,Laguardia,1
Munir,J. Guidetti,1
H. P\u00e9rez,Alfonso Pedraza,1
Munir,Alexis,1
Laguardia,Alexis,1
Laguardia,J. Guidetti,1
J. Guidetti,D. Torres,1
D. Torres,Alexis,1
Munir,Tom\u00e1s Pina,1
Alfonso Pedraza,Tom\u00e1s Pina,1
D. Torres,Rub\u00e9n Duarte,1
Fernando Pacheco,J. Guidetti,1
Laguardia,Alfonso Pedraza,1
Rodrigo Ely,Tom\u00e1s Pina,1
Alexis,Munir,1
Rodrigo Ely,Alexis,1
J. Guidetti,Rub\u00e9n Duarte,1
Alfonso Pedraza,D. Torres,1
Tom\u00e1s Pina,H. P\u00e9rez,1
Tom\u00e1s Pina,D. Torres,1
Laguardia,H. P\u00e9rez,1
H. P\u00e9rez,J. Guidetti,1
H. P\u00e9rez,Fernando Pacheco,1
Rub\u00e9n Duarte,Laguardia,1
D. Torres,Laguardia,1
