Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_both,Foot_left,Foot_right
Jes\u00e9 Rodr\u00edguez,61,0,1,0,0,0,0,1
B. Martins Indi,76,1,0,0,0,0,1,0
M. Diouf,90,0,1,0,0,0,0,1
X. Shaqiri,90,0,0,0,1,0,1,0
G. Johnson,90,1,0,0,0,0,0,1
D. Fletcher,90,0,0,0,1,0,0,1
E. Choupo-Moting,90,0,1,0,0,1,0,0
J. Butland,90,0,0,1,0,0,0,1
E. Pieters,90,1,0,0,0,0,1,0
J. Allen,90,0,0,0,1,0,0,1
Ramadan Sobhi,90,0,0,0,1,0,0,1
P. Crouch,29,0,1,0,0,0,0,1
I. Afellay,14,0,0,0,1,0,0,1
