Source,Target,Weight
K. Lala,A. Gon\u00e7alves,3
J. Martin,J. Aholou,3
D. Li\u00e9nard,Nuno Da Costa,3
K. Mangane,K. Lala,2
M. Terrier,K. Lala,2
J. Aholou,K. Lala,2
B. Kon\u00e9,K. Mangane,2
J. Martin,K. Lala,2
B. Kon\u00e9,E. Seka,2
Nuno Da Costa,E. Seka,2
B. Kamara,K. Mangane,2
K. Mangane,B. Kon\u00e9,2
D. Li\u00e9nard,E. Seka,2
K. Lala,J. Aholou,2
E. Seka,D. Li\u00e9nard,2
A. Gon\u00e7alves,M. Terrier,2
K. Lala,K. Mangane,2
B. Kon\u00e9,B. Kamara,1
D. Li\u00e9nard,B. Kamara,1
E. Seka,K. Lala,1
J. Martin,Nuno Da Costa,1
Nuno Da Costa,D. Li\u00e9nard,1
A. Gon\u00e7alves,K. Lala,1
Nuno Da Costa,J. Martin,1
J. Aholou,B. Kon\u00e9,1
M. Terrier,J. Martin,1
K. Lala,J. Martin,1
J. Martin,B. Kon\u00e9,1
J. Aholou,D. Li\u00e9nard,1
D. Li\u00e9nard,J. Aholou,1
A. Gon\u00e7alves,K. Mangane,1
M. Terrier,D. Li\u00e9nard,1
K. Mangane,J. Martin,1
M. Terrier,A. Gon\u00e7alves,1
B. Kon\u00e9,D. Li\u00e9nard,1
J. Aholou,J. Martin,1
K. Mangane,D. Li\u00e9nard,1
A. Gon\u00e7alves,D. Li\u00e9nard,1
J. Aholou,M. Terrier,1
E. Seka,J. Martin,1
K. Lala,B. Kon\u00e9,1
B. Kon\u00e9,Nuno Da Costa,1
K. Mangane,A. Gon\u00e7alves,1
E. Seka,B. Kon\u00e9,1
B. Kon\u00e9,J. Martin,1
D. Li\u00e9nard,B. Kon\u00e9,1
Nuno Da Costa,B. Kon\u00e9,1
K. Lala,M. Terrier,1
E. Seka,M. Terrier,1
