Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_left,Foot_right
L. Ocampos,56,0,1,0,0,0,1
M. Sanson,68,0,0,0,1,0,1
V. Germain,85,0,1,0,0,0,1
S. Mandanda,90,0,0,1,0,0,1
A. Rami,90,1,0,0,0,0,1
A. Abdennour,90,1,0,0,0,1,0
A. Zambo Anguissa,90,0,0,0,1,0,1
Luiz Gustavo,90,0,0,0,1,1,0
F. Thauvin,90,0,1,0,0,1,0
B. Sarr,90,0,0,0,1,0,1
H. Sakai,90,1,0,0,0,0,1
D. Payet,34,0,0,0,1,0,1
C. N'Jie,22,0,1,0,0,0,1
H. Bedimo,5,1,0,0,0,1,0
