Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_right,Foot_left
M. Sau,19,0,1,0,0,1,0
A. Ioni\u0163\u0103,62,0,0,0,1,1,0
S. Padoin,77,0,0,0,1,1,0
L. Pavoletti,90,0,1,0,0,1,0
A. Cragno,90,0,0,1,0,1,0
N. Barella,90,0,0,0,1,1,0
L. Ceppitelli,90,1,0,0,0,1,0
F. Pisacane,90,1,0,0,0,1,0
F. Romagna,90,1,0,0,0,1,0
P. Farag\u00f2,90,0,0,0,1,1,0
L. Cigarini,90,0,0,0,1,1,0
Diego Farias,71,0,1,0,0,1,0
A. Deiola,28,0,0,0,1,1,0
A. Cossu,13,0,0,0,1,1,0
