Source,Target,Weight
Jos\u00e9 Gay\u00e1,R\u00faben Vezo,3
Dani Parejo,Jos\u00e9 Gay\u00e1,2
Nacho Gil,Dani Parejo,2
Jos\u00e9 Gay\u00e1,Rodrigo,1
Rodrigo,Nacho Gil,1
Dani Parejo,Gabriel,1
R\u00faben Vezo,Dani Parejo,1
R\u00faben Vezo,Carlos Soler,1
Dani Parejo,Santi Mina,1
Rodrigo,Jos\u00e9 Gay\u00e1,1
Santi Mina,Nacho Gil,1
Gabriel,Carlos Soler,1
Carlos Soler,Montoya,1
R\u00faben Vezo,Gabriel,1
R\u00faben Vezo,Jos\u00e9 Gay\u00e1,1
Montoya,Gabriel,1
Carlos Soler,Rodrigo,1
Gabriel,Dani Parejo,1
