Source,Target,Weight
Borja Garc\u00eda,J. Mojica,9
Y. Bounou,C. Stuani,7
J. Mojica,Timor,7
J. Mojica,\u00c1lex Granell,7
\u00c1lex Granell,Borja Garc\u00eda,6
Ramalho,Pablo Maffeo,5
J. Mojica,Borja Garc\u00eda,5
\u00c1lex Granell,Pere Pons,5
Pere Pons,Borja Garc\u00eda,4
Pablo Maffeo,Pere Pons,4
Timor,J. Mojica,4
Pablo Maffeo,Ramalho,4
Borja Garc\u00eda,\u00c1lex Granell,3
Pere Pons,\u00c1lex Granell,3
C. Stuani,\u00c1lex Granell,3
J. Mojica,C. Stuani,3
J. Mojica,Juanpe,3
Pablo Maffeo,Y. Bounou,3
Juanpe,J. Mojica,3
Pere Pons,Pablo Maffeo,3
Borja Garc\u00eda,Pere Pons,3
Timor,Y. Bounou,3
Pere Pons,Timor,3
\u00c1lex Granell,Pablo Maffeo,3
Timor,Juanpe,3
\u00c1lex Granell,J. Mojica,3
Juanpe,Portu,2
Portu,Pere Pons,2
Juanpe,Timor,2
Portu,\u00c1lex Granell,2
\u00c1lex Granell,Timor,2
Portu,Pablo Maffeo,2
Ramalho,J. Mojica,2
C. Stuani,Pablo Maffeo,2
Pablo Maffeo,J. Mojica,2
Pablo Maffeo,Portu,2
Timor,\u00c1lex Granell,2
\u00c1lex Granell,Ramalho,2
Pere Pons,Juanpe,2
Timor,Borja Garc\u00eda,2
C. Stuani,Timor,2
Ramalho,Juanpe,2
C. Stuani,Portu,2
Pablo Maffeo,C. Stuani,2
Pere Pons,J. Mojica,2
Timor,Pere Pons,2
Ramalho,Y. Bounou,2
C. Stuani,Borja Garc\u00eda,2
Borja Garc\u00eda,Ramalho,1
Portu,Borja Garc\u00eda,1
Borja Garc\u00eda,Pablo Maffeo,1
\u00c1lex Granell,Portu,1
\u00c1lex Granell,C. Stuani,1
Timor,Ramalho,1
C. Stuani,Ramalho,1
Juanpe,Pablo Maffeo,1
Timor,Portu,1
Y. Bounou,Portu,1
Borja Garc\u00eda,Juanpe,1
C. Stuani,J. Mojica,1
\u00c1lex Granell,Y. Bounou,1
Portu,Ramalho,1
Pere Pons,Ramalho,1
Pablo Maffeo,Timor,1
Borja Garc\u00eda,Timor,1
Ramalho,\u00c1lex Granell,1
Timor,Pablo Maffeo,1
Pere Pons,Portu,1
Pablo Maffeo,\u00c1lex Granell,1
Portu,Juanpe,1
Juanpe,\u00c1lex Granell,1
Portu,C. Stuani,1
C. Stuani,Pere Pons,1
Y. Bounou,J. Mojica,1
Juanpe,Y. Bounou,1
Juanpe,Pere Pons,1
C. Stuani,Juanpe,1
Juanpe,C. Stuani,1
Y. Bounou,Timor,1
J. Mojica,Pere Pons,1
Y. Bounou,\u00c1lex Granell,1
J. Mojica,Pablo Maffeo,1
C. Stuani,Y. Bounou,1
Juanpe,Ramalho,1
Borja Garc\u00eda,Portu,1
