Source,Target,Weight
K. Manolas,A. Florenzi,4
F. Fazio,D. Perotti,3
D. Perotti,F. Fazio,3
A. Florenzi,K. Manolas,3
D. Perotti,M. Gonalons,3
A. Kolarov,A. Florenzi,3
K. Strootman,D. Perotti,3
M. Gonalons,K. Strootman,2
K. Strootman,E. D\u017eeko,2
K. Strootman,A. Kolarov,2
A. Kolarov,K. Strootman,2
D. Perotti,A. Kolarov,2
F. Fazio,K. Strootman,2
F. Fazio,K. Manolas,2
F. Fazio,A. Kolarov,2
L. Pellegrini,A. Florenzi,2
P. Schick,A. Florenzi,2
A. Kolarov,D. Perotti,2
A. Kolarov,F. Fazio,2
A. Florenzi,F. Fazio,2
D. Perotti,K. Strootman,2
K. Manolas,F. Fazio,1
L. Pellegrini,A. Kolarov,1
A. Florenzi,M. Gonalons,1
M. Gonalons,P. Schick,1
A. Florenzi,P. Schick,1
E. D\u017eeko,L. Pellegrini,1
K. Strootman,L. Pellegrini,1
A. Kolarov,K. Manolas,1
A. Florenzi,A. Kolarov,1
K. Manolas,K. Strootman,1
A. Florenzi,L. Pellegrini,1
A. Florenzi,\u0141. Skorupski,1
K. Strootman,F. Fazio,1
E. D\u017eeko,D. Perotti,1
\u0141. Skorupski,A. Kolarov,1
A. Florenzi,D. Perotti,1
