Source,Target,Weight
J. Draxler,Yuri Berchiche,3
A. Rabiot,M. Verratti,2
M. Verratti,Marquinhos,2
Marquinhos,M. Verratti,2
P. Kimpembe,Neymar,2
J. Draxler,A. Rabiot,2
Yuri Berchiche,J. Draxler,2
P. Kimpembe,J. Draxler,2
Neymar,M. Verratti,1
T. Meunier,P. Kimpembe,1
Neymar,T. Meunier,1
K. Mbapp\u00e9,Yuri Berchiche,1
T. Meunier,Neymar,1
A. Rabiot,J. Draxler,1
Neymar,A. Rabiot,1
M. Verratti,Neymar,1
Yuri Berchiche,K. Mbapp\u00e9,1
Marquinhos,P. Kimpembe,1
P. Kimpembe,Marquinhos,1
T. Meunier,A. Rabiot,1
M. Verratti,P. Kimpembe,1
J. Draxler,K. Mbapp\u00e9,1
M. Verratti,T. Meunier,1
K. Mbapp\u00e9,J. Draxler,1
Yuri Berchiche,P. Kimpembe,1
A. Rabiot,T. Meunier,1
Neymar,P. Kimpembe,1
