Source,Target,Weight
V. Rongier,K. Djidji,2
K. Djidji,V. Rongier,2
C. T\u0103t\u0103ru\u0219anu,K. Djidji,1
L. Dubois,A. Thomasson,1
V. Rongier,A. Tour\u00e9,1
C. T\u0103t\u0103ru\u0219anu,Diego Carlos,1
Diego Carlos,V. Rongier,1
K. Djidji,C. T\u0103t\u0103ru\u0219anu,1
K. Djidji,Y. El Ghanassy,1
A. Tour\u00e9,V. Rongier,1
V. Rongier,P. Nakoulma,1
A. Thomasson,Diego Carlos,1
V. Rongier,L. Dubois,1
Diego Carlos,Lucas Lima,1
Diego Carlos,C. T\u0103t\u0103ru\u0219anu,1
P. Nakoulma,A. Thomasson,1
Lucas Lima,Diego Carlos,1
L. Dubois,A. Tour\u00e9,1
E. Sala,V. Rongier,1
A. Thomasson,E. Sala,1
Diego Carlos,K. Djidji,1
Y. El Ghanassy,L. Dubois,1
A. Tour\u00e9,Diego Carlos,1
E. Sala,P. Nakoulma,1
