Source,Target,Weight
Bruno Gaspar,Gil Dias,4
J. Veretout,C. Biraghi,3
Bruno Gaspar,G. Pezzella,3
Gil Dias,Bruno Gaspar,3
Gil Dias,M. Badelj,3
C. Biraghi,Bruno Gaspar,2
M. Badelj,Bruno Gaspar,2
Bruno Gaspar,M. Badelj,2
G. Pezzella,Bruno Gaspar,2
G. Pezzella,J. Veretout,1
K. Babacar,Bruno Gaspar,1
J. Veretout,F. Chiesa,1
F. Chiesa,C. Biraghi,1
C. Biraghi,F. Chiesa,1
G. Pezzella,M. Badelj,1
M. Sportiello,J. Veretout,1
M. Badelj,Gil Dias,1
J. Veretout,G. Pezzella,1
C. Biraghi,Gil Dias,1
M. Badelj,K. Babacar,1
M. Sportiello,M. Badelj,1
G. Pezzella,M. Sportiello,1
M. Badelj,G. Pezzella,1
F. Chiesa,K. Babacar,1
Bruno Gaspar,J. Veretout,1
G. Simeone,C. Biraghi,1
M. Badelj,D. Astori,1
M. Badelj,J. Veretout,1
M. Badelj,G. Simeone,1
D. Astori,G. Simeone,1
G. Simeone,J. Veretout,1
C. Biraghi,J. Veretout,1
J. Veretout,M. Badelj,1
