Source,Target,Weight
Gabi,\u00c1. Correa,5
Sa\u00fal,Gabi,3
Gabi,A. Griezmann,3
\u00c1. Correa,Juanfran,2
Juanfran,Gabi,2
Y. Carrasco,Sa\u00fal,2
A. Griezmann,Sa\u00fal,2
\u00c1. Correa,Gabi,2
D. God\u00edn,Y. Carrasco,2
Fernando Torres,Gabi,2
Juanfran,Fernando Torres,1
Gabi,L. Hern\u00e1ndez,1
Gabi,D. God\u00edn,1
L. Hern\u00e1ndez,A. Griezmann,1
D. God\u00edn,Sa\u00fal,1
L. Hern\u00e1ndez,Gabi,1
J. Gim\u00e9nez,Fernando Torres,1
Fernando Torres,J. Gim\u00e9nez,1
L. Hern\u00e1ndez,Y. Carrasco,1
A. Griezmann,Juanfran,1
A. Griezmann,\u00c1. Correa,1
Y. Carrasco,L. Hern\u00e1ndez,1
Gabi,Juanfran,1
Sa\u00fal,\u00c1. Correa,1
Juanfran,J. Gim\u00e9nez,1
Sa\u00fal,D. God\u00edn,1
\u00c1. Correa,Y. Carrasco,1
J. Gim\u00e9nez,L. Hern\u00e1ndez,1
L. Hern\u00e1ndez,Fernando Torres,1
Y. Carrasco,D. God\u00edn,1
D. God\u00edn,Gabi,1
\u00c1. Correa,A. Griezmann,1
A. Griezmann,L. Hern\u00e1ndez,1
