Name,Field Time,Position_DEF,Position_FWD,Position_GKP,Position_MID,Foot_right,Foot_left
M. G\u00f6tze,74,0,0,0,1,1,0
M. Reus,79,0,1,0,0,1,0
A. Sch\u00fcrrle,87,0,1,0,0,1,0
M. Akanji,90,1,0,0,0,1,0
G. Castro,90,0,0,0,1,1,0
R. B\u00fcrki,90,0,0,1,0,1,0
S. Papastathopoulos,90,1,0,0,0,1,0
\u0141. Piszczek,90,1,0,0,0,1,0
J. Weigl,90,0,0,0,1,1,0
M. Batshuayi,90,0,1,0,0,1,0
J. Toljan,90,1,0,0,0,1,0
C. Pulisic,16,0,0,0,1,1,0
M. Dahoud,11,0,0,0,1,1,0
\u00d6. Toprak,3,1,0,0,0,1,0
