Source,Target,Weight
Azpilicueta,N. Kant\u00e9,4
A. Christensen,Azpilicueta,3
E. Hazard,Pedro,3
Marcos Alonso,T. Bakayoko,2
V. Moses,Willian,2
N. Kant\u00e9,Azpilicueta,2
T. Courtois,Azpilicueta,2
Marcos Alonso,A. Christensen,2
N. Kant\u00e9,A. Christensen,2
Pedro,E. Hazard,2
Azpilicueta,E. Hazard,2
A. R\u00fcdiger,A. Christensen,1
N. Kant\u00e9,A. R\u00fcdiger,1
Pedro,T. Courtois,1
T. Courtois,Marcos Alonso,1
Marcos Alonso,Azpilicueta,1
A. R\u00fcdiger,Marcos Alonso,1
E. Hazard,N. Kant\u00e9,1
T. Bakayoko,V. Moses,1
Pedro,Marcos Alonso,1
N. Kant\u00e9,Willian,1
Willian,T. Bakayoko,1
E. Hazard,Marcos Alonso,1
A. Christensen,T. Courtois,1
Azpilicueta,T. Bakayoko,1
Azpilicueta,T. Courtois,1
E. Hazard,Azpilicueta,1
Marcos Alonso,A. R\u00fcdiger,1
Azpilicueta,A. Christensen,1
Azpilicueta,Pedro,1
Willian,V. Moses,1
Pedro,Willian,1
N. Kant\u00e9,V. Moses,1
T. Bakayoko,Pedro,1
V. Moses,Marcos Alonso,1
A. Christensen,Marcos Alonso,1
T. Bakayoko,Azpilicueta,1
T. Bakayoko,Marcos Alonso,1
A. R\u00fcdiger,T. Bakayoko,1
E. Hazard,T. Bakayoko,1
V. Moses,N. Kant\u00e9,1
Marcos Alonso,E. Hazard,1
A. R\u00fcdiger,Pedro,1
Azpilicueta,V. Moses,1
Willian,Marcos Alonso,1
A. Christensen,A. R\u00fcdiger,1
N. Kant\u00e9,T. Bakayoko,1
T. Bakayoko,E. Hazard,1
T. Bakayoko,N. Kant\u00e9,1
Pedro,N. Kant\u00e9,1
T. Bakayoko,A. R\u00fcdiger,1
A. Christensen,E. Hazard,1
Willian,A. Christensen,1
