Source,Target,Weight
R. Mahrez,D. Simpson,8
H. Maguire,M. Albrighton,6
M. Albrighton,H. Maguire,5
D. Simpson,R. Mahrez,5
D. Simpson,W. Ndidi,5
S. Okazaki,D. Simpson,4
D. Simpson,S. Okazaki,4
W. Ndidi,A. King,3
B. Chilwell,H. Maguire,3
W. Morgan,R. Mahrez,3
K. Schmeichel,S. Okazaki,3
J. Vardy,D. Simpson,3
W. Ndidi,W. Morgan,3
S. Okazaki,A. King,3
D. Simpson,W. Morgan,3
B. Chilwell,D. Simpson,3
A. King,W. Ndidi,3
W. Ndidi,S. Okazaki,3
W. Ndidi,D. Gray,3
H. Maguire,W. Ndidi,3
A. King,R. Mahrez,3
S. Okazaki,R. Mahrez,2
D. Simpson,A. King,2
S. Okazaki,H. Maguire,2
W. Morgan,S. Okazaki,2
R. Mahrez,W. Morgan,2
W. Ndidi,R. Mahrez,2
D. Gray,W. Ndidi,2
M. Albrighton,S. Okazaki,2
S. Okazaki,W. Ndidi,2
D. Gray,J. Vardy,2
D. Gray,D. Simpson,2
H. Maguire,B. Chilwell,2
R. Mahrez,S. Okazaki,2
W. Morgan,H. Maguire,2
K. Schmeichel,B. Chilwell,2
A. King,M. Albrighton,1
S. Okazaki,M. Albrighton,1
W. Ndidi,H. Maguire,1
W. Morgan,D. Gray,1
D. Simpson,D. Gray,1
W. Morgan,W. Ndidi,1
H. Maguire,D. Simpson,1
A. King,J. Vardy,1
D. Simpson,J. Vardy,1
W. Ndidi,D. Simpson,1
M. Albrighton,B. Chilwell,1
M. Albrighton,W. Ndidi,1
R. Mahrez,B. Chilwell,1
R. Mahrez,A. King,1
W. Ndidi,K. Schmeichel,1
J. Vardy,D. Gray,1
D. Simpson,B. Chilwell,1
W. Morgan,D. Simpson,1
R. Mahrez,M. Albrighton,1
M. Albrighton,A. King,1
D. Simpson,H. Maguire,1
J. Vardy,A. King,1
W. Morgan,K. Schmeichel,1
M. Albrighton,K. Schmeichel,1
W. Morgan,A. King,1
S. Okazaki,J. Vardy,1
B. Chilwell,M. Albrighton,1
M. Albrighton,W. Morgan,1
A. King,D. Simpson,1
A. King,S. Okazaki,1
A. King,H. Maguire,1
W. Ndidi,M. Albrighton,1
S. Okazaki,W. Morgan,1
J. Vardy,W. Ndidi,1
H. Maguire,W. Morgan,1
S. Okazaki,B. Chilwell,1
M. Albrighton,J. Vardy,1
D. Gray,A. King,1
K. Schmeichel,D. Gray,1
A. King,W. Morgan,1
J. Vardy,M. Albrighton,1
H. Maguire,K. Schmeichel,1
H. Maguire,J. Vardy,1
W. Ndidi,J. Vardy,1
B. Chilwell,W. Ndidi,1
A. King,K. Schmeichel,1
D. Simpson,K. Schmeichel,1
