Source,Target,Weight
W. Ndidi,B. Chilwell,10
B. Chilwell,M. Albrighton,8
B. Chilwell,H. Maguire,7
R. Mahrez,D. Simpson,6
B. Chilwell,W. Ndidi,6
H. Maguire,B. Chilwell,5
D. Simpson,R. Mahrez,5
A. King,R. Mahrez,5
S. Okazaki,W. Ndidi,5
W. Ndidi,A. King,4
H. Maguire,W. Morgan,4
W. Ndidi,D. Simpson,4
B. Chilwell,S. Okazaki,4
D. Simpson,A. King,4
J. Vardy,B. Chilwell,4
S. Okazaki,B. Chilwell,4
A. King,W. Ndidi,4
M. Albrighton,A. King,4
W. Ndidi,J. Vardy,4
M. Albrighton,B. Chilwell,4
H. Maguire,M. Albrighton,4
M. Albrighton,H. Maguire,4
W. Morgan,R. Mahrez,4
B. Chilwell,J. Vardy,3
R. Mahrez,W. Ndidi,3
A. King,H. Maguire,3
H. Maguire,K. Schmeichel,3
D. Simpson,S. Okazaki,3
A. King,D. Simpson,3
A. King,B. Chilwell,3
S. Okazaki,A. King,3
J. Vardy,W. Ndidi,3
W. Morgan,H. Maguire,3
B. Chilwell,A. King,3
A. King,S. Okazaki,2
M. Albrighton,S. Okazaki,2
J. Vardy,S. Okazaki,2
R. Mahrez,M. Albrighton,2
H. Maguire,W. Ndidi,2
R. Mahrez,A. King,2
D. Simpson,W. Morgan,2
M. Albrighton,W. Ndidi,2
B. Chilwell,W. Morgan,2
W. Ndidi,M. Albrighton,2
D. Simpson,J. Vardy,2
H. Maguire,D. Simpson,2
W. Morgan,A. King,2
W. Morgan,W. Ndidi,2
S. Okazaki,D. Simpson,2
W. Ndidi,S. Okazaki,2
K. Schmeichel,R. Mahrez,2
H. Maguire,S. Okazaki,2
S. Okazaki,H. Maguire,2
M. Albrighton,W. Morgan,2
A. King,W. Morgan,2
K. Schmeichel,B. Chilwell,2
K. Schmeichel,W. Ndidi,2
R. Mahrez,J. Vardy,2
W. Ndidi,W. Morgan,2
D. Simpson,H. Maguire,2
W. Morgan,J. Vardy,2
W. Ndidi,H. Maguire,2
J. Vardy,D. Simpson,2
J. Vardy,M. Albrighton,1
W. Morgan,K. Schmeichel,1
H. Maguire,J. Vardy,1
S. Okazaki,K. Schmeichel,1
H. Maguire,R. Mahrez,1
J. Vardy,R. Mahrez,1
H. Maguire,A. King,1
R. Mahrez,H. Maguire,1
R. Mahrez,S. Okazaki,1
D. Simpson,B. Chilwell,1
D. Simpson,W. Ndidi,1
R. Mahrez,B. Chilwell,1
A. King,M. Albrighton,1
J. Vardy,H. Maguire,1
S. Okazaki,M. Albrighton,1
R. Mahrez,K. Schmeichel,1
M. Albrighton,J. Vardy,1
B. Chilwell,D. Simpson,1
