Source,Target,Weight
A. Mooy,C. L\u00f6we,3
A. Pritchard,A. Mooy,3
C. L\u00f6we,F. Hadergjonaj,2
J. Hogg,C. L\u00f6we,2
C. L\u00f6we,T. Kongolo,1
T. Kongolo,M. J\u00f8rgensen,1
F. Hadergjonaj,C. Schindler,1
C. L\u00f6we,S. Mouni\u00e9,1
F. Hadergjonaj,S. Mouni\u00e9,1
M. J\u00f8rgensen,S. Mouni\u00e9,1
T. Kongolo,C. L\u00f6we,1
S. Mouni\u00e9,F. Hadergjonaj,1
C. L\u00f6we,J. Hogg,1
S. Mouni\u00e9,L. Depoitre,1
C. Schindler,A. Mooy,1
F. Hadergjonaj,M. J\u00f8rgensen,1
A. Mooy,M. J\u00f8rgensen,1
A. Mooy,F. Hadergjonaj,1
L. Depoitre,J. Hogg,1
M. J\u00f8rgensen,J. Hogg,1
M. J\u00f8rgensen,T. Kongolo,1
S. Mouni\u00e9,A. Pritchard,1
J. Hogg,A. Pritchard,1
C. L\u00f6we,A. Mooy,1
