Source,Target,Weight
Isco,Daniel Carvajal,2
Lucas V\u00e1zquez,K. Benzema,2
Isco,Lucas V\u00e1zquez,2
Daniel Carvajal,Isco,2
Daniel Carvajal,Sergio Ramos,1
Daniel Carvajal,Jes\u00fas Vallejo,1
T. Hern\u00e1ndez,Daniel Carvajal,1
Casemiro,T. Hern\u00e1ndez,1
K. Benzema,Daniel Carvajal,1
Sergio Ramos,T. Hern\u00e1ndez,1
Lucas V\u00e1zquez,M. Kova\u010di\u0107,1
Casemiro,Isco,1
Jes\u00fas Vallejo,Isco,1
Jes\u00fas Vallejo,Casemiro,1
Casemiro,Jes\u00fas Vallejo,1
T. Hern\u00e1ndez,Casemiro,1
K. Benzema,Lucas V\u00e1zquez,1
