Source,Target,Weight
Pedro Rebocho,\u00c9. Didot,3
\u00c9. Didot,L. Deaux,3
F. Eboa Eboa,Pedro Rebocho,3
L. Deaux,F. Eboa Eboa,2
C. Kerbrat,L. Deaux,2
Pedro Rebocho,L. Deaux,2
\u00c9. Didot,J. Ikoko,2
C. Grenier,\u00c9. Didot,2
L. Deaux,\u00c9. Didot,2
\u00c9. Didot,C. Grenier,2
J. Ikoko,C. Grenier,2
L. Deaux,J. Ikoko,2
J. Ikoko,Y. Salibur,1
C. Grenier,J. Ikoko,1
\u00c9. Didot,C. Kerbrat,1
C. Grenier,Y. Salibur,1
L. Deaux,C. Grenier,1
C. Grenier,M. Coco,1
F. Eboa Eboa,C. Grenier,1
K. Johnsson,F. Eboa Eboa,1
K. Johnsson,C. Grenier,1
\u00c9. Didot,K. Johnsson,1
L. Deaux,C. Kerbrat,1
\u00c9. Didot,Pedro Rebocho,1
J. Briand,L. Deaux,1
C. Kerbrat,Y. Salibur,1
Y. Salibur,J. Ikoko,1
M. Coco,\u00c9. Didot,1
J. Ikoko,F. Eboa Eboa,1
C. Kerbrat,\u00c9. Didot,1
L. Deaux,M. Coco,1
Y. Salibur,F. Eboa Eboa,1
K. Johnsson,C. Kerbrat,1
Y. Salibur,C. Grenier,1
\u00c9. Didot,Y. Salibur,1
F. Eboa Eboa,K. Johnsson,1
J. Ikoko,M. Coco,1
M. Coco,C. Grenier,1
C. Grenier,L. Deaux,1
C. Grenier,J. Briand,1
Y. Salibur,C. Kerbrat,1
J. Ikoko,\u00c9. Didot,1
C. Grenier,K. Johnsson,1
C. Grenier,Pedro Rebocho,1
