Source,Target,Weight
M. Le Marchand,M. Balotelli,2
M. Le Marchand,A. Pl\u00e9a,2
A. Tameze,Dante,2
M. Balotelli,M. Le Marchand,2
Dante,M. Le Marchand,2
J. Seri,M. Balotelli,2
A. Souquet,J. Seri,1
A. Pl\u00e9a,Dante,1
M. Balotelli,A. Saint-Maximin,1
A. Pl\u00e9a,J. Seri,1
A. Saint-Maximin,W. Ben\u00edtez,1
Dante,J. Seri,1
J. Seri,M. Le Marchand,1
M. Le Marchand,Marlon,1
J. Seri,A. Souquet,1
W. Ben\u00edtez,J. Seri,1
Marlon,A. Tameze,1
J. Seri,Dante,1
M. Balotelli,A. Pl\u00e9a,1
M. Balotelli,J. Seri,1
A. Pl\u00e9a,M. Balotelli,1
Dante,A. Tameze,1
