Source,Target,Weight
L. Bonucci,I. Abate,6
R. Rodr\u00edguez,G. Bonaventura,5
G. Bonaventura,H. \u00c7alhano\u011flu,5
L. Biglia,A. Romagnoli,4
F. Kessi\u00e9,L. Bonucci,4
H. \u00c7alhano\u011flu,G. Bonaventura,4
R. Rodr\u00edguez,H. \u00c7alhano\u011flu,4
I. Abate,L. Bonucci,4
I. Abate,A. Romagnoli,4
Suso,F. Kessi\u00e9,4
G. Donnarumma,L. Bonucci,3
L. Bonucci,Suso,3
G. Bonaventura,L. Biglia,3
G. Donnarumma,R. Rodr\u00edguez,3
L. Biglia,R. Rodr\u00edguez,3
I. Abate,L. Biglia,3
R. Rodr\u00edguez,A. Romagnoli,3
A. Romagnoli,H. \u00c7alhano\u011flu,3
F. Kessi\u00e9,Suso,3
L. Bonucci,G. Donnarumma,3
G. Bonaventura,R. Rodr\u00edguez,3
A. Romagnoli,L. Biglia,3
A. Romagnoli,G. Donnarumma,2
A. Romagnoli,F. Kessi\u00e9,2
H. \u00c7alhano\u011flu,L. Biglia,2
R. Rodr\u00edguez,L. Biglia,2
L. Bonucci,F. Kessi\u00e9,2
F. Kessi\u00e9,R. Rodr\u00edguez,2
R. Rodr\u00edguez,L. Bonucci,2
P. Cutrone,I. Abate,2
L. Biglia,L. Bonucci,2
Suso,R. Rodr\u00edguez,2
A. Romagnoli,L. Bonucci,2
A. Romagnoli,R. Rodr\u00edguez,2
G. Donnarumma,I. Abate,2
H. \u00c7alhano\u011flu,G. Donnarumma,2
L. Biglia,H. \u00c7alhano\u011flu,2
G. Donnarumma,G. Bonaventura,2
F. Kessi\u00e9,L. Biglia,2
H. \u00c7alhano\u011flu,Suso,2
P. Cutrone,Suso,2
A. Romagnoli,G. Bonaventura,2
L. Biglia,P. Cutrone,2
L. Biglia,Suso,2
G. Donnarumma,F. Kessi\u00e9,1
G. Bonaventura,P. Cutrone,1
Suso,L. Bonucci,1
I. Abate,G. Bonaventura,1
L. Bonucci,A. Romagnoli,1
L. Bonucci,P. Cutrone,1
H. \u00c7alhano\u011flu,A. Romagnoli,1
G. Bonaventura,I. Abate,1
R. Rodr\u00edguez,F. Kessi\u00e9,1
H. \u00c7alhano\u011flu,F. Kessi\u00e9,1
P. Cutrone,R. Rodr\u00edguez,1
I. Abate,F. Kessi\u00e9,1
I. Abate,G. Donnarumma,1
Suso,L. Biglia,1
Suso,I. Abate,1
H. \u00c7alhano\u011flu,I. Abate,1
G. Bonaventura,A. Romagnoli,1
F. Kessi\u00e9,I. Abate,1
R. Rodr\u00edguez,G. Donnarumma,1
Suso,G. Bonaventura,1
H. \u00c7alhano\u011flu,R. Rodr\u00edguez,1
L. Bonucci,R. Rodr\u00edguez,1
P. Cutrone,A. Romagnoli,1
F. Kessi\u00e9,P. Cutrone,1
I. Abate,R. Rodr\u00edguez,1
I. Abate,Suso,1
G. Donnarumma,A. Romagnoli,1
G. Bonaventura,G. Donnarumma,1
Suso,G. Donnarumma,1
L. Biglia,G. Donnarumma,1
L. Biglia,I. Abate,1
L. Bonucci,L. Biglia,1
Suso,H. \u00c7alhano\u011flu,1
Suso,P. Cutrone,1
R. Rodr\u00edguez,I. Abate,1
