Source,Target,Weight
V. Koziello,D. Heintz,4
M. H\u00f6ger,M. Risse,2
D. Heintz,J. Hector,2
Jorge Mer\u00e9,V. Koziello,2
D. Heintz,L. Bittencourt,2
Y. \u014csako,T. Horn,2
J. Hector,V. Koziello,2
M. Risse,Jorge Mer\u00e9,1
M. H\u00f6ger,Y. \u014csako,1
M. Risse,J. Hector,1
V. Koziello,M. H\u00f6ger,1
Jorge Mer\u00e9,M. H\u00f6ger,1
T. Horn,M. Risse,1
D. Heintz,Y. \u014csako,1
T. Horn,D. Heintz,1
M. Risse,Y. \u014csako,1
M. H\u00f6ger,Jorge Mer\u00e9,1
L. Bittencourt,V. Koziello,1
Y. \u014csako,M. H\u00f6ger,1
L. Bittencourt,Jorge Mer\u00e9,1
