Source,Target,Weight
F. S\u00f8rensen,M. Risse,6
V. Koziello,D. Heintz,6
D. Heintz,V. Koziello,5
M. H\u00f6ger,J. Hector,4
M. H\u00f6ger,F. S\u00f8rensen,4
J. Hector,M. H\u00f6ger,4
M. H\u00f6ger,C. Pizarro,4
F. S\u00f8rensen,M. H\u00f6ger,4
C. Pizarro,Jorge Mer\u00e9,3
F. S\u00f8rensen,Y. \u014csako,3
M. Risse,S. Terodde,3
M. H\u00f6ger,M. Risse,3
M. Risse,M. H\u00f6ger,3
D. Heintz,T. Horn,3
Jorge Mer\u00e9,T. Horn,3
Jorge Mer\u00e9,F. S\u00f8rensen,3
J. Hector,Jorge Mer\u00e9,3
V. Koziello,M. H\u00f6ger,3
C. Pizarro,D. Heintz,3
Y. \u014csako,J. Hector,3
D. Heintz,C. Pizarro,3
Y. \u014csako,M. Risse,3
M. Risse,C. Pizarro,3
F. S\u00f8rensen,Jorge Mer\u00e9,2
D. Heintz,J. Hector,2
S. Terodde,M. H\u00f6ger,2
C. Pizarro,V. Koziello,2
D. Heintz,Jorge Mer\u00e9,2
C. Pizarro,M. H\u00f6ger,2
M. H\u00f6ger,D. Heintz,2
T. Horn,M. H\u00f6ger,2
M. Risse,F. S\u00f8rensen,2
Y. \u014csako,F. S\u00f8rensen,2
T. Horn,D. Heintz,2
J. Hector,C. Pizarro,2
Jorge Mer\u00e9,D. Heintz,2
C. Pizarro,M. Risse,2
J. Hector,Y. \u014csako,2
V. Koziello,F. S\u00f8rensen,2
M. Risse,D. Heintz,1
F. S\u00f8rensen,D. Heintz,1
S. Terodde,V. Koziello,1
Jorge Mer\u00e9,C. Pizarro,1
D. Heintz,F. S\u00f8rensen,1
C. Pizarro,F. S\u00f8rensen,1
Y. \u014csako,C. Pizarro,1
V. Koziello,Jorge Mer\u00e9,1
S. Terodde,F. S\u00f8rensen,1
J. Hector,D. Heintz,1
T. Horn,Y. \u014csako,1
J. Hector,V. Koziello,1
T. Horn,J. Hector,1
D. Heintz,M. H\u00f6ger,1
C. Pizarro,J. Hector,1
T. Horn,C. Pizarro,1
C. Pizarro,Y. \u014csako,1
Jorge Mer\u00e9,J. Hector,1
M. Risse,J. Hector,1
M. H\u00f6ger,Y. \u014csako,1
F. S\u00f8rensen,V. Koziello,1
Jorge Mer\u00e9,Y. \u014csako,1
M. H\u00f6ger,Jorge Mer\u00e9,1
Jorge Mer\u00e9,V. Koziello,1
Jorge Mer\u00e9,M. H\u00f6ger,1
J. Hector,F. S\u00f8rensen,1
M. H\u00f6ger,T. Horn,1
M. Risse,Jorge Mer\u00e9,1
M. H\u00f6ger,V. Koziello,1
M. H\u00f6ger,S. Terodde,1
Y. \u014csako,V. Koziello,1
D. Heintz,Y. \u014csako,1
