Source,Target,Weight
B. Bereszy\u0144ski,M. Silvestre,5
D. Praet,B. Bereszy\u0144ski,5
B. Bereszy\u0144ski,L. Torreira,4
L. Torreira,B. Bereszy\u0144ski,4
B. Bereszy\u0144ski,D. Praet,4
G. Caprari,D. Kownacki,4
G. Ferrari,L. Torreira,3
M. Silvestre,G. Ferrari,3
M. Silvestre,B. Bereszy\u0144ski,3
G. Ferrari,G. Caprari,3
B. Bereszy\u0144ski,G. Ferrari,2
G. Caprari,B. Bereszy\u0144ski,2
D. Kownacki,D. Praet,2
D. Praet,M. Silvestre,2
D. Kownacki,G. Caprari,2
D. Praet,K. Linetty,2
G. Ferrari,I. Strini\u0107,2
L. Torreira,G. Ferrari,2
L. Torreira,D. Praet,2
M. Silvestre,D. Praet,2
M. Silvestre,F. Quagliarella,1
G. Caprari,L. Torreira,1
I. Strini\u0107,G. Caprari,1
D. Zapata,L. Torreira,1
L. Torreira,F. Quagliarella,1
M. Silvestre,G. Caprari,1
G. Ferrari,B. Bereszy\u0144ski,1
M. Silvestre,C. Puggioni,1
K. Linetty,M. Silvestre,1
K. Linetty,L. Torreira,1
K. Linetty,C. Puggioni,1
D. Praet,I. Strini\u0107,1
D. Praet,G. Caprari,1
L. Torreira,M. Silvestre,1
D. Kownacki,G. Ferrari,1
F. Quagliarella,G. Ferrari,1
D. Kownacki,B. Bereszy\u0144ski,1
I. Strini\u0107,G. Ferrari,1
C. Puggioni,D. Kownacki,1
L. Torreira,K. Linetty,1
D. Praet,L. Torreira,1
L. Torreira,D. Kownacki,1
G. Ferrari,D. Zapata,1
B. Bereszy\u0144ski,C. Puggioni,1
C. Puggioni,M. Silvestre,1
F. Quagliarella,L. Torreira,1
C. Puggioni,K. Linetty,1
G. Caprari,D. Praet,1
I. Strini\u0107,M. Silvestre,1
K. Linetty,G. Caprari,1
