Source,Target,Weight
A. Thomasson,A. Tour\u00e9,5
Lucas Lima,N. Pallois,4
Lucas Lima,A. Thomasson,4
Andrei Girotto,Lucas Lima,4
E. Sala,Andrei Girotto,4
E. Sala,Lucas Lima,4
A. Tour\u00e9,L. Dubois,4
E. Sala,A. Thomasson,4
S. Ngom,Lucas Lima,4
A. Tour\u00e9,A. Thomasson,4
Lucas Lima,E. Sala,4
L. Dubois,Diego Carlos,3
Andrei Girotto,A. Tour\u00e9,3
A. Thomasson,Lucas Lima,3
L. Dubois,A. Tour\u00e9,3
Lucas Lima,Y. Bammou,3
Diego Carlos,Andrei Girotto,3
A. Tour\u00e9,E. Sala,3
E. Sala,J. Iloki,3
Diego Carlos,Y. Bammou,2
J. Iloki,Lucas Lima,2
Y. Bammou,L. Dubois,2
C. T\u0103t\u0103ru\u0219anu,E. Sala,2
A. Tour\u00e9,Diego Carlos,2
E. Sala,A. Tour\u00e9,2
E. Sala,S. Ngom,2
Lucas Lima,A. Tour\u00e9,2
C. Awaziem,Andrei Girotto,2
Andrei Girotto,E. Sala,2
A. Tour\u00e9,C. T\u0103t\u0103ru\u0219anu,2
Diego Carlos,E. Sala,2
V. Rongier,A. Tour\u00e9,2
A. Thomasson,E. Sala,2
A. Tour\u00e9,S. Ngom,1
J. Iloki,Andrei Girotto,1
V. Rongier,E. Sala,1
Andrei Girotto,L. Dubois,1
J. Iloki,A. Tour\u00e9,1
Y. Bammou,A. Tour\u00e9,1
Andrei Girotto,V. Rongier,1
L. Dubois,C. Awaziem,1
S. Ngom,L. Dubois,1
A. Tour\u00e9,C. Awaziem,1
A. Tour\u00e9,Andrei Girotto,1
A. Tour\u00e9,V. Rongier,1
A. Thomasson,L. Dubois,1
N. Pallois,Andrei Girotto,1
Andrei Girotto,J. Iloki,1
N. Pallois,A. Tour\u00e9,1
N. Pallois,S. Ngom,1
C. T\u0103t\u0103ru\u0219anu,N. Pallois,1
A. Thomasson,J. Iloki,1
J. Iloki,E. Sala,1
C. T\u0103t\u0103ru\u0219anu,Diego Carlos,1
S. Ngom,E. Sala,1
J. Iloki,N. Pallois,1
C. Awaziem,Diego Carlos,1
N. Pallois,Diego Carlos,1
J. Iloki,A. Thomasson,1
E. Sala,C. Awaziem,1
C. T\u0103t\u0103ru\u0219anu,S. Ngom,1
Andrei Girotto,Y. Bammou,1
A. Thomasson,Andrei Girotto,1
L. Dubois,E. Sala,1
Lucas Lima,Diego Carlos,1
N. Pallois,J. Iloki,1
N. Pallois,E. Sala,1
Andrei Girotto,Diego Carlos,1
C. Awaziem,E. Sala,1
Y. Bammou,Andrei Girotto,1
A. Tour\u00e9,N. Pallois,1
S. Ngom,J. Iloki,1
Lucas Lima,C. Awaziem,1
Diego Carlos,L. Dubois,1
N. Pallois,C. T\u0103t\u0103ru\u0219anu,1
Diego Carlos,V. Rongier,1
Diego Carlos,S. Ngom,1
E. Sala,Diego Carlos,1
Diego Carlos,A. Tour\u00e9,1
Y. Bammou,Lucas Lima,1
L. Dubois,Lucas Lima,1
J. Iloki,S. Ngom,1
Diego Carlos,C. T\u0103t\u0103ru\u0219anu,1
L. Dubois,J. Iloki,1
Diego Carlos,A. Thomasson,1
Y. Bammou,Diego Carlos,1
A. Thomasson,C. T\u0103t\u0103ru\u0219anu,1
