Source,Target,Weight
E. Hysaj,Albiol,4
M\u00e1rio Rui,L. Insigne,4
K. Koulibaly,L. Insigne,3
L. Insigne,D. Mertens,3
Albiol,E. Hysaj,3
L. Insigne,M. Ham\u0161\u00edk,3
Albiol,M\u00e1rio Rui,3
L. Insigne,K. Koulibaly,2
Albiol,K. Koulibaly,2
K. Koulibaly,E. Hysaj,2
M\u00e1rio Rui,Jorginho,2
Albiol,Allan,2
Jorginho,L. Insigne,2
K. Koulibaly,Albiol,2
M. Ham\u0161\u00edk,K. Koulibaly,2
Jorginho,Albiol,2
M. Ham\u0161\u00edk,Jorginho,2
Allan,E. Hysaj,2
Albiol,M. Ham\u0161\u00edk,1
Jos\u00e9 Callej\u00f3n,Albiol,1
L. Insigne,Albiol,1
D. Mertens,M. Ham\u0161\u00edk,1
Allan,K. Koulibaly,1
E. Hysaj,Jos\u00e9 Callej\u00f3n,1
M. Ham\u0161\u00edk,M\u00e1rio Rui,1
K. Koulibaly,M\u00e1rio Rui,1
Jorginho,K. Koulibaly,1
Jos\u00e9 Callej\u00f3n,E. Hysaj,1
D. Mertens,L. Insigne,1
M\u00e1rio Rui,Albiol,1
E. Hysaj,M. Ham\u0161\u00edk,1
D. Mertens,M\u00e1rio Rui,1
E. Hysaj,Jorginho,1
L. Insigne,M\u00e1rio Rui,1
E. Hysaj,Allan,1
M. Ham\u0161\u00edk,L. Insigne,1
Albiol,Jos\u00e9 Callej\u00f3n,1
L. Insigne,Jos\u00e9 Callej\u00f3n,1
