Source,Target,Weight
W. Hoedt,N. Redmond,4
P. H\u00f8jbjerg,W. Hoedt,3
A. McCarthy,C. Austin,3
W. Hoedt,R. Bertrand,3
M. Yoshida,J. Bednarek,3
C\u00e9dric Soares,P. H\u00f8jbjerg,3
N. Redmond,R. Bertrand,2
R. Bertrand,A. McCarthy,2
Oriol Romeu,M. Yoshida,2
C. Austin,W. Hoedt,2
P. H\u00f8jbjerg,C\u00e9dric Soares,2
N. Redmond,C. Austin,2
P. H\u00f8jbjerg,D. Tadi\u0107,2
J. Bednarek,C\u00e9dric Soares,2
N. Redmond,J. Bednarek,2
R. Bertrand,D. Tadi\u0107,2
C\u00e9dric Soares,C. Austin,2
N. Redmond,P. H\u00f8jbjerg,2
R. Bertrand,N. Redmond,2
R. Bertrand,C. Austin,2
N. Redmond,W. Hoedt,2
C. Austin,Oriol Romeu,2
Oriol Romeu,S. Long,2
J. Bednarek,M. Yoshida,2
D. Tadi\u0107,R. Bertrand,2
M. Yoshida,W. Hoedt,2
P. H\u00f8jbjerg,R. Bertrand,2
C. Austin,R. Bertrand,2
R. Bertrand,J. Bednarek,1
J. Ward-Prowse,J. Bednarek,1
P. H\u00f8jbjerg,J. Bednarek,1
C. Austin,D. Tadi\u0107,1
C. Austin,N. Redmond,1
J. Bednarek,A. McCarthy,1
J. Bednarek,P. H\u00f8jbjerg,1
S. Long,Oriol Romeu,1
J. Bednarek,D. Tadi\u0107,1
W. Hoedt,J. Ward-Prowse,1
W. Hoedt,C\u00e9dric Soares,1
R. Bertrand,W. Hoedt,1
D. Tadi\u0107,C\u00e9dric Soares,1
C\u00e9dric Soares,N. Redmond,1
P. H\u00f8jbjerg,J. Ward-Prowse,1
Oriol Romeu,C\u00e9dric Soares,1
J. Ward-Prowse,N. Redmond,1
C. Austin,M. Yoshida,1
J. Ward-Prowse,C\u00e9dric Soares,1
J. Ward-Prowse,P. H\u00f8jbjerg,1
J. Ward-Prowse,Oriol Romeu,1
Oriol Romeu,N. Redmond,1
W. Hoedt,M. Yoshida,1
J. Bednarek,W. Hoedt,1
M. Yoshida,Oriol Romeu,1
S. Long,R. Bertrand,1
R. Bertrand,J. Ward-Prowse,1
D. Tadi\u0107,M. Yoshida,1
C\u00e9dric Soares,S. Long,1
C\u00e9dric Soares,M. Yoshida,1
J. Bednarek,Oriol Romeu,1
R. Bertrand,P. H\u00f8jbjerg,1
S. Long,J. Bednarek,1
M. Yoshida,C\u00e9dric Soares,1
C. Austin,C\u00e9dric Soares,1
Oriol Romeu,P. H\u00f8jbjerg,1
C\u00e9dric Soares,J. Ward-Prowse,1
M. Yoshida,A. McCarthy,1
D. Tadi\u0107,C. Austin,1
D. Tadi\u0107,N. Redmond,1
W. Hoedt,Oriol Romeu,1
W. Hoedt,P. H\u00f8jbjerg,1
P. H\u00f8jbjerg,A. McCarthy,1
C\u00e9dric Soares,W. Hoedt,1
A. McCarthy,P. H\u00f8jbjerg,1
A. McCarthy,J. Bednarek,1
J. Bednarek,J. Ward-Prowse,1
