Source,Target,Weight
J. Brandt,L. Bailey,2
B. Henrichs,B. Leno,2
K. Havertz,L. Bailey,2
L. Bailey,B. Henrichs,2
K. Bellarabi,L. Bailey,1
L. Bailey,K. Bellarabi,1
K. Bellarabi,P. Retsos,1
L. Alario,D. Kohr,1
A. Mehmedi,B. Henrichs,1
K. Havertz,K. Bellarabi,1
P. Retsos,L. Bailey,1
B. Leno,K. Havertz,1
P. Retsos,L. Alario,1
L. Bailey,B. Leno,1
A. Mehmedi,K. Bellarabi,1
P. Retsos,B. Leno,1
K. Havertz,J. Brandt,1
D. Kohr,A. Mehmedi,1
K. Bellarabi,A. Mehmedi,1
D. Kohr,K. Havertz,1
L. Bailey,A. Mehmedi,1
B. Henrichs,P. Retsos,1
D. Kohr,J. Brandt,1
A. Mehmedi,B. Leno,1
A. Mehmedi,L. Bailey,1
B. Leno,L. Alario,1
B. Leno,A. Mehmedi,1
P. Retsos,A. Mehmedi,1
L. Bailey,D. Kohr,1
L. Bailey,K. Havertz,1
A. Mehmedi,K. Havertz,1
J. Tah,P. Retsos,1
L. Alario,P. Retsos,1
P. Retsos,D. Kohr,1
B. Leno,L. Bailey,1
A. Mehmedi,J. Tah,1
B. Leno,P. Retsos,1
