Source,Target,Weight
S. Mandanda,Rolando,7
H. Sakai,Rolando,6
Rolando,S. Mandanda,6
A. Rami,D. Payet,5
Rolando,H. Sakai,5
Luiz Gustavo,A. Rami,5
D. Payet,A. Rami,4
Rolando,A. Rami,4
Luiz Gustavo,H. Sakai,4
Rolando,Luiz Gustavo,4
A. Rami,Rolando,4
B. Sarr,A. Rami,4
A. Rami,S. Mandanda,4
L. Ocampos,Luiz Gustavo,4
H. Sakai,L. Ocampos,3
A. Rami,B. Sarr,3
B. Sarr,Luiz Gustavo,3
L. Ocampos,H. Sakai,3
B. Sarr,M. Sanson,2
S. Mandanda,L. Ocampos,2
S. Mandanda,B. Sarr,2
M. Sanson,H. Sakai,2
M. Sanson,A. Rami,2
D. Payet,M. Sanson,2
D. Payet,F. Thauvin,2
Luiz Gustavo,M. Sanson,2
F. Thauvin,Rolando,2
M. Sanson,Luiz Gustavo,2
S. Mandanda,A. Rami,2
B. Sarr,F. Thauvin,2
F. Thauvin,V. Germain,2
H. Sakai,D. Payet,2
H. Sakai,Luiz Gustavo,2
M. Sanson,B. Sarr,2
Luiz Gustavo,D. Payet,2
A. Rami,Luiz Gustavo,2
Luiz Gustavo,Rolando,2
V. Germain,B. Sarr,2
H. Sakai,V. Germain,1
V. Germain,F. Thauvin,1
H. Sakai,S. Mandanda,1
M. Sanson,S. Mandanda,1
Rolando,M. Sanson,1
H. Sakai,M. Sanson,1
F. Thauvin,D. Payet,1
A. Rami,F. Thauvin,1
Luiz Gustavo,F. Thauvin,1
S. Mandanda,D. Payet,1
D. Payet,H. Sakai,1
B. Sarr,L. Ocampos,1
V. Germain,D. Payet,1
L. Ocampos,D. Payet,1
V. Germain,L. Ocampos,1
D. Payet,L. Ocampos,1
V. Germain,A. Rami,1
D. Payet,Luiz Gustavo,1
S. Mandanda,V. Germain,1
Luiz Gustavo,B. Sarr,1
F. Thauvin,H. Sakai,1
V. Germain,S. Mandanda,1
D. Payet,B. Sarr,1
Rolando,F. Thauvin,1
Luiz Gustavo,V. Germain,1
F. Thauvin,Luiz Gustavo,1
Rolando,D. Payet,1
Luiz Gustavo,S. Mandanda,1
F. Thauvin,M. Sanson,1
A. Rami,V. Germain,1
M. Sanson,Rolando,1
V. Germain,Luiz Gustavo,1
A. Rami,M. Sanson,1
B. Sarr,S. Mandanda,1
L. Ocampos,V. Germain,1
H. Sakai,B. Sarr,1
Luiz Gustavo,L. Ocampos,1
A. Rami,H. Sakai,1
D. Payet,V. Germain,1
